version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  4055294
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   121.529     0.354     9.720     0.010     9.667     0.005     1.183     0.012   118.099     0.010    0.0035    0.0008     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    89.638     0.038      15.7       2.1      25.4      16.1     1.000     0.000
  0    98.889     0.019      25.9       1.8      21.6       5.7     1.000     0.000
  0   108.389     0.013      31.9       1.5      25.9       4.9     1.000     0.000
  0   118.136     0.011      37.4       2.0      31.1       6.0     1.000     0.000
  0   127.780     0.014      37.2       1.2      19.3       2.9     1.000     0.000
  0   137.473     0.023      25.9       1.6      14.0       2.9     1.000     0.000
  0   147.433     0.031      18.7       1.3      10.9       2.4     1.000     0.000
  0   157.419     0.056      10.0       1.4      14.4       6.9     1.000     0.000
  2    88.382     0.058      11.9       2.2      16.7       4.1     0.903     0.000
  2    97.657     0.031      19.1       1.9       7.1       3.8     1.000     0.000
  2   107.139     0.022      26.8       1.9       3.8       7.1     1.000     0.000
  2   116.955     0.014      37.6       1.8       4.1      16.7     1.000     0.000
  2   126.604     0.015      31.4       2.2       4.7       4.7     1.000     0.000
  2   136.347     0.038      27.4       1.2       1.2       1.2     1.000     0.000
  2   146.225     0.040      18.7       1.3       1.9       1.9     1.000     0.000
  2   156.356     0.077      16.3       0.8       0.9       0.9     1.000     0.000
  2   166.940     0.174      10.1       1.1       1.5       1.5     1.000     0.000
  1    94.322     0.009      13.8       2.0      69.2      14.9     1.000     0.998
  1    95.326     0.005       7.3       1.9     322.1     104.2     0.971     0.930
  1   101.899     0.002       3.2       1.8       0.0       0.0     0.684     0.398
  1   102.395     0.001       4.8       2.5       0.0       0.0     1.000     0.051
  1   102.818     0.009      10.8       2.7     193.9     100.6     1.000     1.000
  1   103.005     0.090       7.1       2.6     209.4     110.8     0.277     1.000
  1   103.514     0.010      15.8       3.2     118.1      77.2     1.000     1.000
  1   103.671     0.008      14.2       3.2     140.9      87.2     1.000     1.000
  1   103.839     0.006      17.1       3.6     227.1     111.2     1.000     1.000
  1   104.160     0.006      15.8       3.5     235.4     112.2     1.000     1.000
  1   112.559     0.005      18.4       3.9     244.2     108.4     1.000     1.000
  1   112.770     0.007      18.9       4.0     166.6      90.8     1.000     1.000
  1   112.981     0.011      13.8       5.7     278.9     113.6     1.000     0.971
  1   113.336     0.007      23.1       5.1     172.9      97.1     1.000     1.000
  1   113.493     0.008      18.8       4.1     156.4      96.6     1.000     1.000
  1   113.645     0.006      20.9       4.7     215.6     109.1     1.000     1.000
  1   114.132     0.006      13.4       2.9     209.9     105.5     1.000     1.000
  1   115.264     0.001       5.9       3.9       0.0       0.0     1.000     0.522
  1   115.510     0.006       3.1       1.8       0.0       0.0     0.889     0.522
  1   115.759     0.005       6.2       2.6       0.0       0.0     0.742     0.522
  1   120.340     0.008      10.6       2.1     161.4     115.2     1.000     0.996
  1   121.635     0.005       6.8       1.8     312.0     104.6     1.000     0.885
  1   121.884     0.009      10.5       2.5     186.5      94.7     1.000     1.000
  1   122.100     0.005      16.5       3.3     281.5     105.4     1.000     1.000
  1   122.714     0.008      23.0       3.8      99.0      52.2     1.000     1.000
  1   122.838     0.008      15.7       4.0     271.6     123.7     0.989     1.000
  1   122.987     0.011      26.5       3.5      74.1      18.2     1.000     1.000
  1   123.484     0.007      21.8       4.4     167.7      80.2     1.000     1.000
  1   123.679     0.005      15.1       3.2     252.1     106.7     1.000     1.000
  1   123.901     0.006      18.2       4.0     192.4      95.6     1.000     1.000
  1   124.725     0.003       5.5       2.3       0.0       0.0     1.000     0.637
  1   125.212     0.001       5.7       1.9       0.0       0.0     1.000     0.637
  1   126.061     0.005       6.8       1.8     325.5      91.9     1.000     0.925
  1   126.984     0.002       2.6       1.2       0.0       0.0     0.975     0.334
  1   129.357     0.005       6.2       1.7     312.1     118.1     0.537     0.819
  1   129.620     0.003       5.9       1.6     377.5      90.1     0.998     0.819
  1   130.633     0.003       6.8       1.7     373.4      87.7     1.000     0.936
  1   131.125     0.004      12.0       2.3     325.4      97.6     1.000     0.936
  1   132.004     0.014      16.9       2.8      80.4      23.4     1.000     1.000
  1   132.191     0.007      19.6       3.9     123.0      73.0     1.000     1.000
  1   132.372     0.007      19.2       3.9     148.0      88.4     1.000     1.000
  1   132.860     0.007      19.6       3.5     108.6      54.7     1.000     1.000
  1   133.053     0.014      10.5       2.6     144.2      98.1     0.884     1.000
  1   133.222     0.009      15.5       2.9     108.9      61.6     1.000     1.000
  1   134.153     0.009       7.6       2.1     261.0      99.7     0.995     0.962
  1   134.639     0.004       6.6       1.6     350.6      94.5     1.000     0.962
  1   137.979     0.001       1.8       0.7       0.0       0.0     0.947     0.499
  1   141.373     0.009       9.1       1.3     124.7      25.1     1.000     1.000
  1   141.852     0.003       2.7       2.2       0.0       0.0     0.920     0.475
  1   142.282     0.012      12.3       1.8      72.0      16.6     1.000     1.000
  1   142.452     0.009      17.2       1.9      59.5       5.0     1.000     1.000
  1   143.280     0.008       8.8       2.1     183.7      98.9     1.000     1.000
  1   143.494     0.008       7.3       1.8     230.3     110.2     0.999     1.000
  1   143.733     0.009       8.2       1.9     184.4      93.4     1.000     1.000
  1   145.537     0.004       5.5       1.3     333.5      92.8     1.000     0.946
