version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8960083
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.955     0.273     8.466     0.008     8.424     0.005     1.045     0.012    94.815     0.009    0.0077    0.0008     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    69.971     0.036      13.3       2.7      55.0      23.7     1.000     0.000
  0    78.148     0.013      23.4       2.7      55.7      16.5     1.000     0.000
  0    86.315     0.013      29.2       2.5      41.9      12.5     1.000     0.000
  0    94.845     0.009      44.6       1.9      38.6       7.1     1.000     0.000
  0   103.282     0.016      43.8       2.2      19.4       3.4     1.000     0.000
  0   111.770     0.015      35.5       1.8      22.1       4.1     1.000     0.000
  0   120.502     0.037      17.9       1.7      13.3       4.4     1.000     0.000
  0   129.222     0.158      10.4       3.7      17.2      15.5     1.000     0.000
  2    52.679     0.011      11.1       1.6      16.8       4.1     0.974     0.000
  2    77.112     0.027      14.8       2.5      19.9       9.2     0.991     0.000
  2    85.202     0.019      23.0       2.5      11.6      11.6     1.000     0.000
  2    93.785     0.012      38.4       3.2       9.2      19.9     1.000     0.000
  2   102.236     0.014      44.6       2.0       4.1      16.8     1.000     0.000
  2   110.753     0.027      32.4       2.0       2.4       2.4     1.000     0.000
  2   119.426     0.036      22.6       1.6       2.5       2.5     1.000     0.000
  2   128.287     0.154      17.1       3.2       5.9       5.9     1.000     0.000
  2   137.029     0.122      13.3       1.2       0.7       0.7     1.000     0.000
  1    74.281     0.015      11.6       4.1     174.9     110.8     0.868     0.988
  1    74.523     0.002       7.2       4.3       0.0       0.0     1.000     0.377
  1    82.171     0.010      16.9       5.0     201.1     131.6     1.000     1.000
  1    82.279     0.032      17.4       4.8     104.4      78.0     1.000     1.000
  1    82.443     0.013      13.1       3.6     186.9     113.9     0.995     1.000
  1    82.589     0.005      17.6       4.3     285.8     118.6     1.000     1.000
  1    89.890     0.007       8.2       2.6     292.3     112.4     0.247     0.760
  1    90.184     0.005      10.8       3.2     329.0     109.3     1.000     0.874
  1    90.402     0.004      18.4       3.7     313.0     105.1     1.000     0.874
  1    90.621     0.008      21.6       4.9     180.2     102.1     1.000     1.000
  1    90.803     0.007      24.5       5.0     145.3      87.0     1.000     1.000
  1    91.017     0.008      16.4       3.9     218.5     112.4     1.000     1.000
  1    91.210     0.003      10.9       4.0       0.0       0.0     1.000     0.717
  1    91.504     0.003       5.4       2.6       0.0       0.0     0.998     0.717
  1    92.365     0.002       4.0       1.4       0.0       0.0     1.000     0.213
  1    93.287     0.004       7.9       1.7     338.5      88.3     1.000     0.876
  1    95.507     0.003       4.2       2.6       0.0       0.0     0.922     0.534
  1    96.476     0.004       8.0       2.2     370.4      93.4     1.000     0.759
  1    97.491     0.002       5.2       2.8       0.0       0.0     0.999     0.446
  1    98.450     0.006      10.7       2.7     287.5     113.6     1.000     0.963
  1    98.790     0.004      22.9       4.1     236.0     106.9     1.000     1.000
  1    99.031     0.005      34.2       7.1     249.8     113.3     1.000     1.000
  1    99.245     0.004      44.0       8.4     291.7     104.9     1.000     1.000
  1    99.440     0.008      34.2       6.6     116.2      67.0     1.000     1.000
  1    99.736     0.005      12.5       3.1     297.8     113.2     1.000     1.000
  1   100.018     0.007      16.2       3.9     229.0     112.5     1.000     1.000
  1   100.695     0.003       4.6       2.7       0.0       0.0     0.361     0.698
  1   105.181     0.003      10.2       2.3     355.2      99.3     1.000     1.000
  1   105.653     0.011       8.6       2.3     327.0     100.7     0.931     0.813
  1   105.967     0.003       9.7       2.0     380.7      81.6     1.000     0.813
  1   106.438     0.004       8.1       2.1     364.1      92.7     1.000     0.904
  1   106.731     0.005      14.6       3.1     298.3     106.0     1.000     0.904
  1   107.167     0.008      15.4       3.2     163.8     163.8     1.000     1.000
  1   107.414     0.006      28.8       6.0     240.4     112.6     1.000     1.000
  1   107.688     0.008      33.8       6.1     116.0      66.2     1.000     1.000
  1   107.877     0.013      28.1       4.6      77.5      31.4     1.000     1.000
  1   108.279     0.010      12.0       3.1     205.3      97.2     1.000     0.946
  1   108.554     0.004      10.1       2.4     348.0      99.0     1.000     0.946
  1   115.242     0.004       8.9       2.2     332.6     103.8     1.000     0.956
  1   115.526     0.012       8.2       2.3     246.1     111.0     0.968     0.956
  1   115.994     0.012      20.7       3.4      73.9      29.3     1.000     1.000
  1   116.196     0.019      16.5       3.1      79.8      39.2     1.000     1.000
  1   116.539     0.011      10.2       2.5     185.5     101.8     0.999     1.000
  1   116.771     0.011      14.7       2.8     115.3      49.6     1.000     1.000
  1   116.908     0.002       2.9       1.8       0.0       0.0     0.663     0.427
  1   117.351     0.004       4.3       2.0       0.0       0.0     0.627     0.740
  1   117.658     0.003       5.2       2.2       0.0       0.0     1.000     0.740
  1   123.457     0.003       2.6       1.3       0.0       0.0     0.570     0.444
  1   123.754     0.001       3.1       1.4       0.0       0.0     0.500     0.675
  1   124.415     0.011       9.8       2.6     156.5     106.2     1.000     1.000
  1   124.595     0.030       8.7       2.5     149.8      96.4     0.993     1.000
  1   124.965     0.012       6.7       1.5     195.9     110.0     0.988     1.000
  1   125.224     0.016      10.3       2.1      83.6      39.4     0.990     1.000
  1   133.545     0.009       7.5       2.0     199.4     119.4     1.000     1.000
  1   133.814     0.015       7.1       1.9     176.0     113.8     0.986     1.000
  3    96.620     0.038       9.3       2.7     146.4     111.0     0.349     0.759
  3   105.101     0.019      11.4       1.8      65.9      13.3     0.997     1.000
