version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  5611192
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.756     0.460     7.984     0.011     7.971     0.008     0.996     0.017    96.666     0.011    0.0043    0.0015     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    73.288     0.046      13.7       2.2      26.9      18.4     1.000     0.000
  0    80.872     0.038      22.0       2.1      12.2       4.6     1.000     0.000
  0    88.649     0.014      26.8       1.9      30.3       8.1     1.000     0.000
  0    96.683     0.013      32.5       1.6      27.5       6.7     1.000     0.000
  0   104.697     0.019      28.0       1.6      18.2       4.4     1.000     0.000
  0   112.654     0.032      24.7       1.6      10.8       2.4     1.000     0.000
  0   120.823     0.046      19.2       2.0       9.8       3.3     1.000     0.000
  0   137.186     0.151      12.4       1.6       3.9       2.6     1.000     0.000
  2    65.274     0.060      10.7       2.1      24.0       1.9     1.000     0.000
  2    87.593     0.040      24.8       2.0       2.8       2.2     1.000     0.000
  2    95.702     0.035      30.3       2.0       2.2       2.8     1.000     0.000
  2   103.770     0.037      28.0       1.6       1.9      24.0     1.000     0.000
  2   111.570     0.038      25.2       1.5       1.9       1.9     1.000     0.000
  2   120.014     0.092      19.8       2.0       1.5       1.5     1.000     0.000
  2   128.178     0.104      12.7       2.6       7.3       7.3     1.000     0.000
  1    76.995     0.006      10.0       2.6     281.7     117.4     0.870     0.979
  1    77.716     0.017      14.2       4.7     163.6      92.3     1.000     0.998
  1    82.998     0.002       4.5       1.9       0.0       0.0     0.919     0.578
  1    84.266     0.039      11.1       3.5     224.8     126.6     0.995     1.000
  1    84.367     0.009      16.8       3.9     177.6     102.1     1.000     1.000
  1    85.136     0.013      18.6       3.9      95.3      44.6     1.000     1.000
  1    85.244     0.046      14.4       4.3     178.2     108.1     1.000     1.000
  1    86.428     0.005      12.1       1.9     213.3      69.1     1.000     0.971
  1    89.534     0.003       3.6       1.7       0.0       0.0     0.246     0.514
  1    91.192     0.006      10.3       2.9     295.9     104.8     1.000     0.954
  1    91.274     0.098       7.3       2.6     300.5     104.3     0.394     0.954
  1    92.502     0.008      23.4       3.6      77.8      30.4     1.000     1.000
  1    92.665     0.028      14.0       3.5     123.9      86.7     0.999     1.000
  1    93.555     0.009      17.1       4.0     187.0      87.0     1.000     1.000
  1    93.656     0.006      13.4       3.5     249.3     109.5     1.000     1.000
  1    99.056     0.007      10.1       2.0     195.5     111.2     1.000     1.000
  1    99.162     0.011       6.9       1.8     235.2     128.3     0.513     1.000
  1    99.797     0.002       3.1       2.2       0.0       0.0     0.947     0.390
  1   100.519     0.065      13.8       5.5      97.4      79.2     0.761     1.000
  1   100.679     0.015      26.6       3.8      64.1      10.5     1.000     1.000
  1   101.767     0.005      21.4       4.4     263.5     102.9     1.000     0.999
  1   101.880     0.011      17.7       4.0     202.6      91.2     1.000     0.999
  1   108.092     0.011      23.5       1.8      74.5       3.4     1.000     0.999
  1   109.326     0.006      32.8       2.0      85.3       3.1     1.000     1.000
  1   113.915     0.014       6.6       1.7     167.0     118.6     0.520     1.000
  1   114.027     0.005       7.3       1.9     291.6     121.6     1.000     1.000
  1   116.186     0.010      12.3       2.0      97.8      22.6     1.000     1.000
  1   116.354     0.049      10.9       2.4     162.7     100.3     1.000     1.000
  1   117.525     0.015      18.6       3.6     112.4      26.8     1.000     1.000
  1   117.671     0.083      10.0       3.6     182.7      99.6     0.979     1.000
  1   122.883     0.108       5.6       1.8     183.6     119.9     0.291     0.937
  1   123.042     0.007       5.8       1.7     284.3     120.4     0.987     0.937
  1   125.023     0.018      23.1       2.4      60.2      60.2     1.000     1.000
  1   126.865     0.011      12.0       3.0     226.0      83.3     1.000     0.998
  1   132.848     0.010      10.0       1.0      69.6       4.1     1.000     1.000
  1   134.435     0.009       4.9       1.7     276.8     107.7     0.309     1.000
  1   134.541     0.029       7.8       2.1     195.6      86.3     0.995     1.000
  3   106.117     0.001       4.0       1.9       0.0       0.0     1.000     0.653
