version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  3337740
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   128.607     0.455    10.513     0.007    10.547     0.005     1.314     0.011   128.726     0.008    0.0038    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    97.608     0.033      14.7       1.7      21.8       9.7     1.000     0.000
  0   107.706     0.014      24.6       1.3      27.7       5.8     1.000     0.000
  0   118.234     0.010      32.6       0.9      30.2       4.7     1.000     0.000
  0   128.745     0.009      36.0       1.2      33.5       4.9     1.000     0.000
  0   139.219     0.013      28.0       1.3      25.1       4.5     1.000     0.000
  0   149.886     0.032      19.4       1.1       9.5       2.0     1.000     0.000
  0   160.649     0.050      14.6       1.1       7.1       1.6     1.000     0.000
  0   171.535     0.138       4.6       1.4      29.6      16.6     1.000     0.000
  2    66.252     0.125       8.8       2.3      26.1       7.2     0.998     0.000
  2    85.732     0.027      10.2       1.6      18.3       8.5     1.000     0.000
  2    96.202     0.028      12.0       1.8      16.9      13.9     1.000     0.000
  2   106.303     0.024      13.8       1.7      13.9      16.9     1.000     0.000
  2   116.867     0.015      22.2       2.0       8.5      18.3     1.000     0.000
  2   127.418     0.011      31.6       2.4       7.2      26.1     1.000     0.000
  2   137.960     0.019      24.8       1.6       3.2       3.2     1.000     0.000
  2   148.693     0.030      16.6       1.2       3.3       3.3     1.000     0.000
  2   159.440     0.078      11.2       1.4       3.1       3.1     1.000     0.000
  2   170.098     0.137       8.8       1.3       3.1       3.1     1.000     0.000
  2   181.317     0.050       4.1       0.8      11.6      11.6     0.987     0.000
  1   123.113     0.028      12.1       2.2      66.3      15.3     1.000     1.000
  1   123.366     0.012       9.0       2.2     129.9     101.1     0.880     1.000
  1   123.584     0.006       3.6       1.3     334.6     111.9     0.331     0.820
  1   123.702     0.014       8.9       1.9     106.8      67.8     0.991     1.000
  1   123.923     0.041       7.6       1.9     110.7      86.7     0.939     0.820
  1   133.478     0.006       5.2       1.3     272.0     124.2     0.999     0.837
  1   133.753     0.019       8.9       2.2     124.2      96.4     0.268     1.000
  1   134.030     0.013      21.4       2.7      59.8       6.0     1.000     1.000
  1   134.393     0.021       8.0       1.8     106.8      74.9     0.261     1.000
  1   135.026     0.006       4.2       0.8     207.8      95.6     0.748     0.711
  1   144.512     0.002       1.6       0.5       0.0       0.0     0.948     0.582
  1   144.697     0.015      10.6       1.6      62.9       7.8     1.000     1.000
  1   145.080     0.017       6.3       1.3     100.4      59.8     0.504     1.000
  1   155.492     0.024       5.3       1.3     136.0     101.1     0.485     1.000
  1   155.666     0.011       4.8       1.1     148.7      94.9     0.262     1.000
  1   156.854     0.002       1.8       1.1       0.0       0.0     0.203     0.641
  1   167.758     0.011       2.7       1.0     290.2     103.3     0.934     0.452
  3   109.744     0.008       5.7       1.7     280.0     114.5     0.669     0.809
  3   120.385     0.011       5.9       1.7     179.1     137.4     0.999     1.000
  3   130.971     0.009      11.1       1.0      59.4       7.3     1.000     0.999
  3   141.552     0.008       8.4       0.8      62.1       9.5     1.000     0.995
  3   152.397     0.008       3.7       1.2     257.1     133.3     0.917     0.896
