version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  10203168
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    30.477     0.194     4.049     0.012     3.998     0.008     0.640     0.020    31.383     0.015    0.0277    0.0035     1
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    23.698     0.026     104.8       7.2      19.1       6.3     1.000     0.000
  0    27.357     0.019     134.3       7.4      21.6       6.0     1.000     0.000
  0    31.473     0.016     140.1       7.9      25.4       7.4     1.000     0.000
  0    35.447     0.022     106.9       8.9      19.5       6.5     1.000     0.000
  0    39.569     0.027      59.3       8.4      26.9      13.1     1.000     0.000
  0    43.762     0.081      30.3       7.6      30.2      16.5     1.000     0.000
  0    52.854     0.137      12.2       4.4      27.6      12.5     0.943     0.000
  2    26.741     0.022     120.2      10.8       7.5       2.6     1.000     0.000
  2    30.826     0.040     138.5       8.6       2.6       7.5     1.000     0.000
  2    34.731     0.038     116.8       6.3       2.4       2.4     1.000     0.000
  2    39.011     0.080      73.1       6.7       2.5       2.5     1.000     0.000
  1    25.195     0.003      27.4      13.8       0.0       0.0     1.000     0.570
  1    25.536     0.031      37.8      19.7     230.3     128.1     0.589     0.944
  1    25.553     0.014      45.8      18.7     222.5     125.7     0.967     0.944
  1    25.741     0.012      58.6      25.6     252.8     118.4     0.874     0.942
  1    25.900     0.003      52.4      10.1     316.2     103.0     1.000     0.934
  1    26.069     0.006      18.0      12.2       0.0       0.0     0.421     0.254
  1    28.517     0.002      15.6       8.6       0.0       0.0     0.484     0.502
  1    28.805     0.009      33.6      14.5     306.1     105.3     0.397     0.908
  1    29.067     0.002      26.1      12.8       0.0       0.0     1.000     0.478
  1    29.280     0.013      42.7      15.5     201.4     123.0     0.997     0.969
  1    29.301     0.049      27.6      16.8     245.0     128.1     0.252     0.969
  1    29.486     0.007      28.4       7.5     267.9     121.5     0.321     0.964
  1    29.531     0.004      40.3       7.8     265.7     109.5     0.999     0.964
  1    29.591     0.045      29.6      13.1     280.2     123.1     0.201     0.846
  1    29.689     0.006      39.7      11.4     308.3     110.7     1.000     0.846
  1    29.838     0.006      52.5      12.7     290.4     110.5     1.000     0.832
  1    29.884     0.011      38.2      11.5     326.4     108.7     0.448     0.832
  1    30.032     0.008      25.9      10.3     313.3     108.1     0.445     0.801
  1    32.900     0.012      33.5       7.6     264.2     112.0     0.969     0.942
  1    32.920     0.017      25.8       7.2     323.0     107.1     0.288     0.942
  1    33.178     0.036      37.9      13.4     168.8     108.7     0.962     0.994
  1    33.253     0.012      31.8      13.4     227.4     124.3     0.889     0.994
  1    33.508     0.013      62.0      24.0     226.7     112.4     1.000     0.981
  1    33.794     0.010      56.5      22.8     206.9     107.8     1.000     0.987
  1    34.044     0.005      29.5       7.5     332.2     102.0     0.917     0.957
  1    34.085     0.009      32.4       8.0     232.0      90.0     0.738     0.957
  1    34.976     0.008      28.4      11.0     325.9      94.7     0.954     0.819
  1    36.083     0.011      19.7       7.9     265.7     127.5     0.894     0.689
  1    36.795     0.006      39.4      10.1     281.4     281.4     1.000     0.873
  1    37.080     0.012      28.0      11.2     248.1     108.2     0.422     0.929
  1    37.371     0.009      26.2       8.6     252.5     136.3     0.934     0.975
  1    37.425     0.024      29.1       9.2     148.7      93.5     0.940     0.975
  1    37.745     0.003      37.7       6.3     327.2      96.3     1.000     0.848
  1    38.086     0.011      27.7      11.2     286.0     105.0     0.920     0.917
  1    38.526     0.006      23.4       8.1     323.2     100.3     0.803     0.927
