version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  9417940
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    97.984     0.264     8.330     0.008     8.342     0.006     0.978     0.012   101.454     0.008    0.0013    0.0008     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    76.799     0.027      22.1       1.9      18.4       5.1     1.000     0.000
  0    84.795     0.008      40.0       2.6      69.7      14.8     1.000     0.000
  0    93.146     0.012      54.8       1.7      27.1       4.8     1.000     0.000
  0   101.456     0.010      55.4       2.1      37.9       6.8     1.000     0.000
  0   109.787     0.015      41.9       1.8      25.7       6.7     1.000     0.000
  0   118.089     0.059      23.4       3.4      10.3       6.6     1.000     0.000
  0   126.495     0.050      20.4       1.7       3.9       0.9     1.000     0.000
  2    52.596     0.025      14.1       2.9      20.5       4.7     0.904     0.000
  2    67.608     0.028      15.0       3.1      21.1      13.1     1.000     0.000
  2    83.771     0.022      28.2       3.2      12.1      12.1     1.000     0.000
  2    92.127     0.012      45.8       4.4      13.1      21.1     1.000     0.000
  2   100.469     0.017      49.6       3.5       4.7      20.5     1.000     0.000
  2   108.898     0.045      34.4       2.9       2.9       2.9     1.000     0.000
  2   117.414     0.057      22.6       3.4       6.5       6.5     1.000     0.000
  1    80.567     0.015      14.4       4.3     168.7     115.9     0.934     1.000
  1    80.714     0.035      14.2       4.6     200.3     119.7     0.936     1.000
  1    80.890     0.011      18.2       3.2      92.8      39.4     1.000     0.995
  1    81.150     0.014      17.6       4.9     201.9     112.2     1.000     1.000
  1    81.248     0.009      14.8       4.7     239.4     118.6     0.990     1.000
  1    81.486     0.002       3.2       1.1       0.0       0.0     0.612     0.369
  1    88.285     0.015       7.4       3.3     278.8     116.9     0.234     0.578
  1    88.442     0.005      24.0       4.7     245.5     110.5     1.000     0.944
  1    88.763     0.013      14.8       4.1     177.5     109.6     0.994     1.000
  1    88.944     0.014      18.9       4.3     132.8      88.4     1.000     1.000
  1    89.173     0.063      20.3       9.5     168.0     114.9     0.908     1.000
  1    89.283     0.012      42.5       7.3     102.6      53.4     1.000     1.000
  1    89.709     0.010      15.9       4.8     252.3     114.5     1.000     0.958
  1    92.531     0.034       7.5       3.4     322.3     322.3     0.673     0.623
  1    96.844     0.019      20.2       7.5     162.9     101.4     1.000     0.997
  1    97.325     0.018      38.1       7.7      92.4      51.6     1.000     1.000
  1    97.404     0.009      31.0       9.8     271.1     121.5     1.000     1.000
  1    97.535     0.008      11.4       3.6     279.5     118.1     0.294     1.000
  1    97.776     0.005      52.7       7.8     156.3      59.5     1.000     1.000
  1    98.362     0.004      19.4       3.5     274.1     102.2     1.000     0.921
  1    99.024     0.012      12.2       4.5     266.1      98.0     1.000     0.941
  1   101.044     0.005       8.1       2.4     325.1      92.4     0.608     0.796
  1   104.028     0.005       9.5       2.4     307.4     104.2     0.919     0.940
  1   104.685     0.013      10.8       3.9     222.8     108.3     0.625     1.000
  1   104.847     0.035      10.3       3.4     257.2     111.9     0.926     1.000
  1   105.460     0.008      24.5       3.2      71.8      14.7     1.000     0.999
  1   105.939     0.007      43.7       3.8      74.9      11.4     1.000     1.000
  1   106.621     0.007      17.2       4.2     263.0     107.9     1.000     0.981
  1   107.378     0.008       7.9       2.9     313.7     102.6     0.798     0.836
  1   113.909     0.014      20.0       3.7      84.3      42.5     1.000     1.000
  1   114.084     0.010      13.6       3.6     211.0     118.6     1.000     1.000
  1   114.475     0.023      16.1       4.3     160.7      90.8     1.000     1.000
  1   114.582     0.008      16.1       4.4     226.8     114.4     1.000     1.000
  1   116.061     0.006       4.3       1.9       0.0       0.0     0.981     0.719
  1   122.501     0.010       9.4       1.9     167.3      97.2     1.000     1.000
  1   123.570     0.029       6.6       1.9     297.4     109.9     0.330     0.996
  3    94.947     0.016      10.6       4.5     198.6     126.3     0.673     0.999
  3   103.298     0.016      18.0       6.1     114.5      92.2     1.000     0.999
