version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  7667900
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
     8.969     0.084     1.456     0.006     1.436     0.004     0.219     0.007     9.734     0.006    0.0114    0.0045     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     8.293     0.013     306.7      13.9      44.5      13.0     1.000     0.000
  0     9.738     0.011     356.8      24.3      49.5      16.4     1.000     0.000
  0    11.183     0.009     196.7      16.3      66.1      17.2     1.000     0.000
  0    17.716     0.060      39.1      12.5      27.7      11.5     0.988     0.000
  2     6.692     0.017     168.9      33.5      20.9      14.2     0.998     0.000
  2     8.017     0.017     237.5      38.4      21.9      21.9     1.000     0.000
  2     9.520     0.007     355.1      25.0      14.2      20.9     1.000     0.000
  2    10.938     0.035     169.4      28.0      22.4      22.4     1.000     0.000
  2    12.441     0.035      84.7      16.9      20.4      20.4     0.993     0.000
  2    15.576     0.041      45.2      12.7      14.4      14.4     0.978     0.000
