version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  9871800
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    29.029     0.225     3.875     0.017     3.951     0.206     0.627     0.034     8.352     0.210    0.0302    0.0154     1
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     8.319     0.015     144.0      24.1      65.3      19.5     1.000     0.000
  0    18.832     0.025      54.9      12.5      63.1      20.6     0.998     0.000
  0    22.499     0.023     102.3      13.1      34.9      16.8     1.000     0.000
  0    26.071     0.015     124.5      12.5      43.3      19.2     1.000     0.000
  0    30.015     0.018     136.1       7.5      24.9       7.5     1.000     0.000
  0    33.778     0.027     120.6       7.2      17.0       7.1     1.000     0.000
  0    37.637     0.093      55.0      15.2      16.9      14.5     1.000     0.000
  0    41.920     0.150      18.9       7.0      43.7      18.9     0.924     0.000
  2    10.485     0.015      63.6      11.8      20.5       2.5     0.931     0.000
  2    14.477     0.007      52.0       8.3      10.8       1.5     0.905     0.000
  2    21.926     0.052      81.3      17.4      21.8      21.8     0.994     0.000
  2    25.397     0.137     134.1       9.4       1.5      10.8     1.000     0.000
  2    29.323     0.058     132.2       9.8       2.5      20.5     1.000     0.000
  2    37.056     0.126      60.2      13.7      16.2      16.2     1.000     0.000
  1    19.136     0.003      21.2      12.2       0.0       0.0     0.681     0.592
  1    24.091     0.015      26.7      14.2     276.3     123.2     0.329     0.667
  1    24.188     0.007      54.3      12.0     220.8     110.8     0.999     1.000
  1    24.497     0.014      75.8      28.0     193.2     116.6     0.998     0.992
  1    24.515     0.037      59.6      32.7     221.1     123.3     0.854     0.992
  1    24.619     0.022      42.2      14.7     262.2     262.2     0.951     0.832
  1    24.853     0.004      23.1      13.6       0.0       0.0     0.819     0.665
  1    26.411     0.014      33.2      16.3     322.8      94.8     0.353     0.839
  1    27.994     0.017      50.8      20.5     240.9     120.6     0.898     0.972
  1    28.171     0.014      66.8      27.1     214.0     117.7     0.998     0.984
  1    28.726     0.001      26.6       7.9       0.0       0.0     0.998     0.703
  1    28.769     0.001      19.1       7.7       0.0       0.0     0.835     0.703
  1    31.258     0.017      22.8      11.6       0.0       0.0     0.359     0.726
  1    31.342     0.004      16.4       9.5       0.0       0.0     0.904     0.726
  1    31.692     0.015      37.4      15.9     190.1     123.3     0.679     1.000
  1    31.759     0.022      48.1      14.8     120.6      78.7     0.999     1.000
  1    31.969     0.015      51.2      20.0     189.7     117.2     0.971     1.000
  1    32.181     0.016      82.2      29.9     148.5      96.6     1.000     1.000
  1    32.418     0.007      42.6       9.5     265.5     103.0     0.998     0.903
  1    33.497     0.007      22.3       5.9     354.0      92.8     0.347     0.743
  1    34.140     0.003      25.3       5.3     351.8      94.4     0.892     0.759
  1    34.839     0.002      15.8       9.2       0.0       0.0     0.789     0.628
  1    35.183     0.013      40.2      16.1     254.8     108.1     0.858     0.943
  1    35.654     0.052      23.5      13.9     232.4     125.1     0.259     0.980
  1    35.671     0.019      33.4      12.7     202.4     119.3     0.915     0.980
  1    35.892     0.007      34.3      10.4     286.2     119.9     0.997     0.913
  1    35.978     0.032      27.0      10.4     267.4     122.7     0.353     0.913
  1    36.218     0.014      30.9      11.1     274.3     108.9     0.720     0.960
  1    36.295     0.010      31.6      10.5     276.5     110.1     0.883     0.960
