version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  3122185
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    96.769     0.530     7.931     0.014     7.917     0.006     0.931     0.017   103.164     0.010    0.0006    0.0005     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    72.074     0.110      17.0       2.2       6.0       4.9     1.000     0.000
  0    79.932     0.043      23.1       1.5       9.8       2.7     1.000     0.000
  0    87.346     0.021      24.6       1.1      16.5       3.9     1.000     0.000
  0    95.271     0.013      23.9       1.8      35.0       9.5     1.000     0.000
  0   103.196     0.015      24.9       1.1      22.4       4.9     1.000     0.000
  0   111.009     0.027      22.1       1.6      13.7       3.7     1.000     0.000
  0   119.007     0.055      16.4       1.1       6.8       1.6     1.000     0.000
  0   127.181     0.065      10.7       1.5      10.1       4.7     1.000     0.000
  2    63.318     0.148      10.6       3.4      18.6       1.6     0.967     0.000
  2    78.995     0.115      20.2       2.5       2.1       1.8     1.000     0.000
  2    86.334     0.073      22.4       2.0       2.0       2.0     1.000     0.000
  2    94.242     0.029      26.5       0.9       1.8       2.1     1.000     0.000
  2   102.336     0.045      24.2       1.4       1.6      18.6     1.000     0.000
  2   110.187     0.051      24.3       0.8       1.1       1.1     1.000     0.000
  2   118.103     0.034      14.9       1.3       3.8       3.8     1.000     0.000
  2   126.160     0.097      14.1       1.0       1.2       1.2     1.000     0.000
  2   134.232     0.111      10.1       1.2       2.8       2.8     1.000     0.000
  2   142.474     0.192       7.8       1.5       3.5       3.5     1.000     0.000
  1    72.876     0.006       7.0       1.2     162.8      79.5     0.982     0.919
  1    74.925     0.001       2.8       1.3       0.0       0.0     0.312     0.353
  1    75.909     0.013       9.6       2.0      76.4      26.5     0.974     1.000
  1    76.029     0.015       8.0       2.0     159.3     106.8     0.539     1.000
  1    76.641     0.011      12.9       3.2     152.7      79.0     1.000     1.000
  1    76.740     0.050       9.9       3.1     204.4     106.8     0.993     1.000
  1    77.711     0.006       5.9       1.8     323.2     102.2     0.268     0.795
  1    82.984     0.014       8.4       2.2     159.7      96.7     0.675     1.000
  1    83.133     0.011      13.0       2.1      98.9      29.9     1.000     1.000
  1    83.961     0.012      18.4       3.3     104.7      49.9     1.000     1.000
  1    84.071     0.007      14.2       3.6     229.8     118.2     1.000     1.000
  1    85.159     0.003       6.1       1.1     346.9      86.3     1.000     0.841
  1    88.362     0.003       3.8       1.8       0.0       0.0     0.909     0.590
  1    90.079     0.013      10.7       2.7     158.6      46.4     1.000     1.000
  1    91.303     0.014      26.1       2.4      59.0       4.4     1.000     1.000
  1    92.423     0.009      25.4       2.6     132.5      18.4     1.000     1.000
  1    93.389     0.010       7.0       2.2     230.8      77.5     0.957     0.989
  1    93.907     0.009       4.8       1.7     299.8      95.6     0.838     0.778
  1    94.891     0.005       5.5       1.4     318.3      94.6     0.742     0.904
  1    96.010     0.006       8.1       2.3     297.2      94.0     1.000     0.955
  1    97.938     0.008      17.2       3.4     193.0      77.4     1.000     1.000
  1    98.068     0.038       7.0       2.5     301.7     108.8     0.963     1.000
  1    99.356     0.013      37.9       2.3      59.1      59.1     1.000     1.000
  1   100.592     0.010      14.4       4.8     232.3     102.2     1.000     1.000
  1   100.705     0.017      16.7       5.2     195.3      81.4     1.000     1.000
  1   101.044     0.007       4.2       1.4     308.9     101.5     0.442     0.963
  1   101.785     0.112       7.3       2.8     236.9      90.9     0.391     0.963
  1   105.107     0.011      12.8       1.6      60.2      10.8     1.000     1.000
  1   106.938     0.010      26.5       1.8      60.6       3.6     1.000     1.000
  1   108.197     0.008      30.0       1.8     122.1       7.8     1.000     1.000
  1   112.914     0.015       7.2       2.2     138.1     115.1     1.000     1.000
  1   113.088     0.069       7.5       2.2      99.9      82.6     1.000     1.000
  1   114.982     0.005      24.6       2.2      59.6       5.6     1.000     1.000
  1   116.544     0.010      16.5       2.4     169.0      40.4     1.000     1.000
  1   122.106     0.009       7.5       1.9     192.2      92.5     1.000     1.000
  1   122.209     0.013       6.6       1.8     212.5     101.4     0.999     1.000
  1   123.538     0.014      13.7       3.2      87.2      40.2     1.000     1.000
  1   123.701     0.150       7.2       3.2     137.3      93.8     0.853     1.000
  1   131.235     0.015       7.6       1.8      76.4      46.9     0.999     1.000
  1   131.434     0.059       7.0       1.7      78.8      44.4     0.995     1.000
  1   139.386     0.006       3.9       0.9     233.6     119.3     0.909     0.940
  1   141.480     0.004       3.0       0.6     336.5      93.2     0.321     0.840
