version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  2846659
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.668     0.216     9.314     0.007     9.397     0.005     1.234     0.010   104.608     0.008    0.0093    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    67.939     0.012      15.1       2.8      75.4      17.3     1.000     0.000
  0    76.988     0.015      24.9       3.3      47.8      17.9     1.000     0.000
  0    85.957     0.010      39.9       2.5      49.0      11.4     1.000     0.000
  0    95.329     0.009      64.2       2.8      43.0       7.3     1.000     0.000
  0   104.566     0.008      68.8       2.9      44.0       7.4     1.000     0.000
  0   114.024     0.020      37.0       2.3      17.3       3.4     1.000     0.000
  0   123.591     0.028      20.4       2.0      17.2       6.0     1.000     0.000
  0   133.648     0.046       5.0       1.2      38.6      14.0     0.999     0.000
  2    75.692     0.021      18.4       3.2      24.0       5.3     1.000     0.000
  2    84.649     0.018      25.4       3.0      13.8      13.8     1.000     0.000
  2    94.081     0.013      59.0       3.9       5.3      24.0     1.000     0.000
  2   103.337     0.014      60.0       4.2       5.3       5.3     1.000     0.000
  2   112.773     0.027      35.4       2.2       2.3       2.3     1.000     0.000
  2   122.450     0.052      20.8       2.1       3.0       3.0     1.000     0.000
  2   132.037     0.103      12.6       1.4       1.5       1.5     0.987     0.000
  2   140.904     0.025       5.4       0.9       9.3       9.3     0.966     0.000
  1    72.665     0.011      14.2       5.4     199.4     116.6     0.991     1.000
  1    72.981     0.009      12.8       4.9     270.6     118.3     0.625     0.903
  1    80.025     0.002       5.1       3.6       0.0       0.0     0.681     0.290
  1    80.907     0.006      11.9       3.5     301.2     117.3     0.998     0.830
  1    81.319     0.007      17.6       4.8     253.2     122.6     1.000     1.000
  1    81.365     0.048       9.5       4.5     297.2     124.0     0.267     1.000
  1    81.633     0.008      13.0       3.7     290.2     121.3     0.997     1.000
  1    81.755     0.008      16.7       4.0     221.8     116.3     1.000     1.000
  1    82.559     0.001       5.3       3.2       0.0       0.0     0.657     0.223
  1    87.455     0.002       6.2       4.2       0.0       0.0     0.987     0.332
  1    88.623     0.001       6.3       2.0       0.0       0.0     1.000     0.281
  1    88.802     0.002       4.8       2.1       0.0       0.0     0.294     0.281
  1    89.400     0.002       4.3       1.6       0.0       0.0     0.227     0.451
  1    89.622     0.001       6.4       1.9       0.0       0.0     1.000     0.451
  1    90.188     0.004      18.1       3.7     304.1     107.3     1.000     0.924
  1    90.354     0.005      13.0       3.0     310.2     108.2     0.986     0.924
  1    90.685     0.005      23.5       5.4     268.4     114.2     1.000     1.000
  1    90.834     0.009      27.5       5.3     128.1      81.1     1.000     1.000
  1    91.111     0.007      25.0       5.5     205.0     104.5     1.000     0.985
  1    91.267     0.005      26.7       5.7     279.7     107.4     1.000     0.985
  1    91.450     0.003      12.8       3.1     371.0      90.1     1.000     0.985
  1    92.044     0.002       7.5       4.5       0.0       0.0     1.000     0.687
  1    92.445     0.001       4.8       2.1       0.0       0.0     0.943     0.158
  1    97.601     0.002       5.7       1.7       0.0       0.0     1.000     0.439
  1    99.016     0.005      13.2       3.4     310.3     111.7     1.000     0.815
  1    99.317     0.004      24.8       5.1     333.6     102.5     1.000     0.815
  1    99.601     0.009      16.7       4.6     268.1     119.8     0.934     0.995
  1    99.680     0.003      37.2       7.0     378.3      83.7     1.000     0.995
  1    99.933     0.007      38.0       7.8     153.8      88.4     1.000     0.995
  1   100.170     0.007      43.1       7.8     118.5      58.1     1.000     1.000
  1   100.431     0.004      42.0       8.3     284.8     108.3     1.000     1.000
  1   100.703     0.008      25.8       5.5     141.8      81.8     1.000     1.000
  1   101.052     0.004      22.1       4.2     325.0      99.9     1.000     0.902
  1   101.388     0.006      10.8       3.5     312.5     110.9     0.991     0.902
  1   101.448     0.006      11.8       3.0     312.3     101.8     0.977     0.959
  1   101.788     0.003      13.3       3.0     373.8      84.0     1.000     0.959
  1   102.162     0.008      16.8       4.2     269.7     100.7     1.000     0.959
  1   103.622     0.004       8.8       2.1     336.2      92.0     0.991     0.781
  1   105.415     0.004       8.2       2.2     369.6      85.3     1.000     0.817
  1   106.678     0.007       7.8       2.5     311.1     119.0     0.334     1.000
  1   107.988     0.002       6.5       2.9       0.0       0.0     1.000     0.745
  1   108.379     0.005      13.2       3.0     312.7     105.5     1.000     0.851
  1   108.748     0.015       9.4       3.0     269.8     116.8     0.917     0.851
  1   108.812     0.006      14.3       4.0     248.8     119.9     1.000     1.000
  1   109.140     0.007      24.9       4.5     130.2      69.0     1.000     1.000
  1   109.450     0.008      33.9       5.8     104.9      50.0     1.000     1.000
  1   109.701     0.005      32.5       6.9     219.4     108.9     1.000     1.000
  1   110.013     0.009      21.4       4.3     131.3      77.5     1.000     1.000
  1   117.155     0.003       7.3       1.4     314.1      99.5     0.994     0.862
  1   118.127     0.007      11.6       2.9     218.5     111.7     1.000     1.000
  1   118.454     0.020      11.1       2.8     142.8      80.4     0.992     1.000
  1   118.959     0.022      24.1       3.5      70.6      11.0     1.000     1.000
  1   119.313     0.021      17.6       3.5      79.9      28.3     1.000     1.000
  1   119.574     0.011      14.1       3.2     144.0     144.0     1.000     1.000
  1   128.314     0.037       8.2       2.2     134.9      95.3     0.863     1.000
  1   128.431     0.006       3.0       1.7       0.0       0.0     0.589     0.457
  1   128.567     0.009       7.4       2.1     214.5     128.4     0.945     1.000
  3    97.045     0.009      16.9       2.1      76.5      23.2     1.000     0.998
  3   106.378     0.007      19.2       3.9     148.2      94.3     1.000     1.000
