version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8953164
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   114.072     0.267     9.856     0.007     9.827     0.004     1.262     0.010   110.575     0.008    0.0069    0.0006     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    72.329     0.017       9.8       1.8      65.7      21.2     0.904     0.000
  0    81.703     0.015      13.8       2.6      77.4      16.7     1.000     0.000
  0    91.105     0.012      29.1       3.6      60.0      17.7     1.000     0.000
  0   100.707     0.010      45.5       3.1      49.3      11.5     1.000     0.000
  0   110.632     0.007      66.2       2.9      58.6      10.7     1.000     0.000
  0   120.394     0.010      59.8       3.5      37.6       7.0     1.000     0.000
  0   130.361     0.018      35.1       2.6      20.5       5.1     1.000     0.000
  0   140.475     0.025      21.8       2.2      21.0       8.1     1.000     0.000
  2    89.813     0.022      23.7       3.1      14.4       5.4     1.000     0.000
  2    99.435     0.014      37.3       3.8      12.3      12.3     1.000     0.000
  2   109.346     0.017      52.2       4.0       5.4      14.4     1.000     0.000
  2   119.157     0.013      56.2       3.9       5.8       5.8     1.000     0.000
  2   129.138     0.021      31.8       2.5       5.1       5.1     1.000     0.000
  2   139.369     0.071      22.6       2.1       2.1       2.1     1.000     0.000
  2   149.739     0.218      16.4       3.9       7.5       7.5     1.000     0.000
  1    86.823     0.027      11.7       4.0     291.1     119.1     0.648     1.000
  1    86.897     0.008      14.7       4.2     271.6     116.5     0.993     1.000
  1    95.539     0.005      17.3       4.2     315.7     109.7     1.000     1.000
  1    95.710     0.008      24.8       5.4     164.7     100.3     1.000     1.000
  1    96.017     0.006      24.8       5.0     133.5      79.9     1.000     1.000
  1    96.174     0.013      13.6       4.1     282.3     122.3     0.954     1.000
  1    96.540     0.005      17.5       3.9     310.9     106.9     1.000     0.912
  1    96.739     0.006      10.0       3.0     328.2     106.7     0.443     0.912
  1    97.208     0.003       6.5       3.6       0.0       0.0     0.260     0.122
  1    97.436     0.001       7.5       5.5       0.0       0.0     0.995     0.122
  1    97.916     0.001       3.9       1.4       0.0       0.0     0.384     0.382
  1   104.992     0.005      14.6       4.2     327.3     110.6     1.000     0.822
  1   105.304     0.004      26.6       5.1     324.8      98.6     1.000     0.822
  1   105.669     0.009      32.9       6.5     112.2      63.6     1.000     1.000
  1   105.898     0.006      42.5       9.0     169.2      95.5     1.000     1.000
  1   106.199     0.004      34.2       8.1     280.5     111.3     1.000     1.000
  1   106.504     0.007      13.6       4.2     299.2     109.3     0.440     0.769
  1   106.942     0.003      13.9       3.2     384.4      82.0     1.000     0.769
  1   107.789     0.003       7.0       2.9       0.0       0.0     1.000     0.658
  1   108.683     0.002       6.3       4.3       0.0       0.0     0.837     0.130
  1   108.864     0.002       8.4       5.6       0.0       0.0     1.000     0.130
  1   109.481     0.004      12.4       2.8     325.9      94.3     1.000     0.799
  1   110.038     0.003       6.3       3.8       0.0       0.0     0.648     0.668
  1   110.990     0.004       3.9       2.4       0.0       0.0     0.924     0.230
  1   111.951     0.002       6.5       3.1       0.0       0.0     1.000     0.652
  1   112.446     0.003      11.8       2.7     384.9      82.0     1.000     0.831
  1   113.422     0.001       6.7       3.4       0.0       0.0     1.000     0.009
  1   113.917     0.002       8.7       4.0       0.0       0.0     1.000     0.009
  1   114.391     0.003      11.0       4.2       0.0       0.0     1.000     0.009
  1   114.746     0.122       2.9       1.5       0.0       0.0     1.000     0.650
  1   114.870     0.003      21.7       6.6       0.0       0.0     1.000     0.650
  1   115.271     0.003      36.9       6.4     339.0      94.2     1.000     0.999
  1   115.605     0.007      38.3       8.2     191.4     102.7     1.000     0.999
  1   115.747     0.006      12.6       3.5     325.9     111.1     0.583     0.998
  1   115.880     0.005      33.9       6.9     236.9     106.0     1.000     0.998
  1   116.251     0.008      23.5       5.5     211.5     109.3     1.000     0.998
  1   116.683     0.004      17.4       3.7     323.6     102.2     1.000     0.938
  1   117.201     0.008       7.0       4.0       0.0       0.0     0.267     0.277
  1   117.681     0.002      10.5       5.2       0.0       0.0     1.000     0.277
  1   119.379     0.004      12.9       2.7     341.7      92.6     1.000     0.905
  1   120.945     0.003       6.1       3.7       0.0       0.0     0.991     0.641
  1   123.903     0.015      10.2       2.8     304.1     109.8     0.934     0.958
  1   124.361     0.004      17.9       3.8     318.7     103.7     1.000     0.958
  1   124.961     0.008      22.6       4.7     147.1      93.9     1.000     1.000
  1   125.308     0.007      30.4       6.1     125.6      74.2     1.000     1.000
  1   125.692     0.010      29.4       5.8     115.8      72.0     1.000     1.000
  1   126.001     0.004      25.0       4.5     216.1      96.1     1.000     1.000
  1   126.597     0.004      11.4       2.2     283.6     105.2     0.997     0.849
  1   128.259     0.002       5.5       3.3       0.0       0.0     0.222     0.336
  1   133.013     0.002       4.1       1.7       0.0       0.0     0.930     0.552
  1   134.339     0.005       9.6       2.5     339.2     103.3     0.999     0.960
  1   134.787     0.012      12.1       3.2     212.5     101.3     0.991     0.960
  1   135.414     0.011      22.1       3.7      83.3      44.6     1.000     1.000
  1   135.671     0.019      18.7       3.4      76.2      35.3     1.000     1.000
  3   112.609     0.005      20.9       4.5     251.7     119.2     1.000     0.831
  3   122.376     0.022      13.5       3.2     117.2     117.2     0.999     1.000
