version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  7188662
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   110.762     0.273     9.424     0.008     9.374     0.005     1.177     0.011   105.583     0.008    0.0076    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    77.977     0.024      15.3       2.5      47.5      20.3     1.000     0.000
  0    87.003     0.015      26.0       2.8      39.5      14.5     1.000     0.000
  0    96.164     0.011      30.7       2.8      49.5      14.1     1.000     0.000
  0   105.626     0.008      51.3       1.6      43.3       6.8     1.000     0.000
  0   114.970     0.010      50.1       2.9      38.0       6.9     1.000     0.000
  0   124.456     0.019      30.9       2.0      18.4       4.0     1.000     0.000
  0   134.062     0.048      20.0       1.7       8.8       2.2     1.000     0.000
  0   143.731     0.185      15.8       2.2       2.6       1.3     1.000     0.000
  2    85.865     0.026      17.5       2.5      17.4       6.6     1.000     0.000
  2    94.891     0.025      26.2       2.3       5.0       5.0     1.000     0.000
  2   104.412     0.015      38.3       3.1       6.6      17.4     1.000     0.000
  2   113.824     0.013      50.6       2.6       4.2       4.2     1.000     0.000
  2   123.286     0.037      29.3       1.9       1.8       1.8     1.000     0.000
  2   132.993     0.048      19.9       1.8       2.9       2.9     1.000     0.000
  2   152.536     0.125       6.0       1.5      11.5      11.5     0.998     0.000
  1    90.297     0.003       5.5       3.5       0.0       0.0     0.859     0.586
  1    91.310     0.009      12.3       3.5     251.9     117.7     0.980     1.000
  1    91.411     0.014      17.0       3.7     122.2      79.0     1.000     1.000
  1    91.795     0.015      16.4       5.3     127.3      93.1     1.000     1.000
  1    91.872     0.030      17.3       5.5     174.7     115.5     1.000     1.000
  1    92.281     0.003      14.4       2.6     332.0     105.7     1.000     0.889
  1    99.718     0.002       4.4       2.5       0.0       0.0     0.883     0.345
  1   100.162     0.009      11.2       3.0     253.2     119.2     0.998     1.000
  1   100.294     0.006       9.1       2.8     308.9     115.1     0.976     1.000
  1   100.898     0.007      38.0       3.9      75.4      20.6     1.000     0.998
  1   101.272     0.007      15.6       3.4     232.4     106.0     1.000     1.000
  1   101.376     0.007      18.4       4.3     218.1     113.8     1.000     1.000
  1   101.464     0.013      15.8       3.5     136.4      82.8     0.999     1.000
  1   101.886     0.005       9.6       2.4     327.2     103.3     0.906     0.969
  1   101.997     0.006      11.3       3.1     290.2     112.7     0.960     0.969
  1   108.290     0.003       5.4       2.0       0.0       0.0     0.843     0.400
  1   108.403     0.003       9.9       2.8       0.0       0.0     1.000     0.400
  1   109.352     0.002       5.2       2.8       0.0       0.0     1.000     0.391
  1   109.935     0.007      17.0       4.1     239.9     114.7     1.000     0.997
  1   110.030     0.005      24.9       5.2     275.0     111.2     1.000     0.997
  1   110.120     0.005      16.0       3.5     324.9     103.1     1.000     0.997
  1   110.525     0.006      40.0       8.1     208.0     100.3     1.000     1.000
  1   110.601     0.007      28.7       7.2     239.6     118.8     1.000     1.000
  1   110.667     0.005      31.3       6.3     261.0     109.8     1.000     1.000
  1   111.141     0.021       9.8       3.1     342.8     104.1     0.991     1.000
  1   111.235     0.006      24.3       4.7     206.2      99.2     1.000     1.000
  1   112.089     0.005      11.5       3.0     299.0     103.3     1.000     0.983
  1   112.208     0.040       8.9       3.0     258.6      99.8     0.479     0.983
  1   112.999     0.003       9.4       1.6     314.9      94.0     1.000     0.912
  1   115.751     0.002       3.6       1.8       0.0       0.0     0.413     0.458
  1   117.732     0.002       6.7       3.3       0.0       0.0     1.000     0.420
  1   117.839     0.004       5.2       3.0       0.0       0.0     0.980     0.420
  1   118.715     0.008      13.9       3.3     203.7     102.9     1.000     0.937
  1   118.829     0.002      12.3       3.2     403.9      76.1     1.000     0.937
  1   118.933     0.005      12.3       3.0     293.9     112.4     1.000     0.937
  1   119.621     0.007      25.7       2.0      62.9       6.7     1.000     1.000
  1   119.704     0.005      16.6       2.7     185.0      87.3     0.974     1.000
  1   120.153     0.015      12.8       3.3     192.0     102.4     0.999     1.000
  1   120.250     0.008      17.4       4.6     222.2     118.9     1.000     1.000
  1   120.330     0.009      18.8       4.2     191.7     100.0     1.000     1.000
  1   121.146     0.004      13.1       2.6     304.2     106.8     1.000     0.961
  1   122.190     0.001       4.1       2.1       0.0       0.0     0.998     0.589
  1   123.458     0.002       3.0       1.0       0.0       0.0     0.935     0.577
  1   127.857     0.000      20.9       3.6       0.0       0.0     0.996     0.238
  1   127.962     0.002       4.0       1.3       0.0       0.0     1.000     0.238
  1   128.944     0.005      17.6       1.5      67.3       6.7     1.000     1.000
  1   129.627     0.016      25.4       7.1      97.7      69.8     1.000     1.000
  1   130.523     0.006       9.3       2.0     250.3     108.4     1.000     0.951
  1   138.219     0.040       8.8       2.4     155.4      86.0     0.992     0.989
  3   107.556     0.009      17.5       5.4     185.7     108.3     1.000     0.995
  3   116.987     0.010      16.9       2.1      72.7      23.0     1.000     1.000
