version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  11725564
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   110.247     0.838     8.298     0.030     8.215     0.014     1.105     0.034    92.638     0.021    0.0164    0.0024     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    76.480     0.059       9.6       2.1      38.6      23.1     0.978     0.000
  0    84.582     0.036      15.7       1.7      17.8       6.0     1.000     0.000
  0    92.568     0.022      21.9       1.4      18.8       4.8     1.000     0.000
  0   101.010     0.028      18.9       1.7      16.3       5.5     1.000     0.000
  0   109.362     0.049      18.9       2.0      11.5       4.4     1.000     0.000
  0   117.512     0.077      21.3       2.0       6.0       1.6     1.000     0.000
  0   126.062     0.106      16.3       2.3       5.7       2.4     1.000     0.000
  0   134.315     0.061      14.4       1.4       7.0       3.0     1.000     0.000
  2    91.590     0.096      11.3       2.3      14.2       2.2     0.947     0.000
  2    99.853     0.059      18.6       1.8       2.7       2.7     1.000     0.000
  2   108.328     0.092      19.1       2.1       2.2      14.2     1.000     0.000
  2   116.643     0.143      20.2       2.4       1.2       1.2     1.000     0.000
  2   125.112     0.128      16.6       2.3       1.8       1.8     1.000     0.000
  2   133.390     0.072       8.3       1.9      17.7      17.7     0.999     0.000
  2   150.827     0.170       9.4       1.4       2.7       2.7     1.000     0.000
  1    88.682     0.009       7.5       2.6     268.5     126.7     0.617     1.000
  1    88.799     0.021      12.4       2.4      86.0      46.4     1.000     1.000
  1    89.761     0.003       3.8       2.4       0.0       0.0     0.830     0.720
  1    91.383     0.002       3.4       2.2       0.0       0.0     0.824     0.324
  1    96.440     0.041       9.0       3.1     202.1     122.1     0.984     1.000
  1    96.543     0.013      13.2       2.9     107.7      72.5     1.000     1.000
  1    97.257     0.010       9.7       2.8     198.2     123.9     1.000     1.000
  1    97.351     0.038       7.8       2.8     196.1     114.5     0.962     1.000
  1   104.974     0.008      19.0       2.2      68.3      10.8     1.000     1.000
  1   105.949     0.004      14.4       1.9     112.0      21.1     1.000     1.000
  1   111.389     0.004       2.9       1.6       0.0       0.0     0.583     0.634
  1   113.111     0.014      21.1       2.5      69.7       7.1     1.000     1.000
  1   114.036     0.006       8.2       2.2     268.0     117.9     0.958     1.000
  1   114.145     0.015      12.3       2.7     121.0      59.8     1.000     1.000
  1   114.315     0.021       9.4       2.4     129.6      69.3     0.899     1.000
  1   116.020     0.002       1.9       0.6       0.0       0.0     0.751     0.570
  1   120.467     0.009       8.0       2.1     223.0      93.1     1.000     0.993
  1   121.818     0.011      12.1       1.9      79.3      30.0     1.000     1.000
  1   122.034     0.015      10.7       1.8      73.8      22.8     1.000     1.000
  1   123.359     0.017       9.7       2.6     214.5      80.1     0.999     0.996
  1   123.564     0.009       6.0       1.8     273.9     100.8     0.838     0.996
  1   129.854     0.078       4.2       1.6     197.2     119.6     0.207     0.830
  1   130.184     0.016      12.5       1.9      73.9      19.2     1.000     1.000
  1   130.455     0.014       8.4       1.8     105.1      63.9     1.000     1.000
  1   131.596     0.056       5.0       1.7     267.2     102.6     0.404     0.969
  1   131.705     0.007       4.8       1.5     304.7     104.8     0.820     0.969
  1   137.132     0.011       3.6       1.3     284.6     101.8     0.951     0.674
  1   137.255     0.006       4.7       1.4     293.2     107.2     0.898     0.952
  1   138.961     0.011       6.3       0.9      67.4       8.9     0.555     0.966
  1   140.799     0.010       5.2       1.6     273.7      97.6     0.994     0.942
  1   146.706     0.008       4.4       1.1     227.6     108.4     0.885     1.000
  1   146.873     0.024       4.5       1.1     159.5      69.4     0.291     1.000
