version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  3539897
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    10.467     0.085     1.650     0.005     1.594     0.006     0.229     0.006     9.391     0.006    0.0322    0.0043     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     7.791     0.008     161.0      23.8      79.9      14.3     1.000     0.000
  0     9.371     0.006     314.2      24.1      84.0      12.0     1.000     0.000
  0    11.059     0.008     284.4      19.0      72.6      15.3     1.000     0.000
  0    12.701     0.010     112.4      20.5      79.0      14.2     1.000     0.000
  0    14.387     0.021     100.3      18.6      52.0      19.6     1.000     0.000
  2     5.950     0.033     202.7      37.8      24.9      15.9     1.000     0.000
  2     9.168     0.011     286.5      32.1      17.2      17.2     1.000     0.000
  2    10.774     0.009     271.6      23.9      15.9      24.9     1.000     0.000
  2    12.447     0.009     214.1       9.3      16.5      16.5     1.000     0.000
  2    14.094     0.021     138.3      10.1      13.3      13.3     1.000     0.000
