version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  5565067
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   122.120     0.256    10.791     0.007    10.831     0.005     1.445     0.011   121.387     0.008    0.0076    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    78.926     0.024      11.3       2.3      65.3      21.1     1.000     0.000
  0    89.528     0.019      14.5       2.3      49.8      20.8     1.000     0.000
  0    99.873     0.017      24.3       2.4      31.5       9.0     1.000     0.000
  0   110.618     0.009      41.1       1.8      38.2       6.7     1.000     0.000
  0   121.404     0.007      53.0       2.0      47.3       7.7     1.000     0.000
  0   132.195     0.014      41.9       2.3      23.4       4.3     1.000     0.000
  0   143.314     0.034      23.0       1.5       9.8       2.1     1.000     0.000
  0   154.202     0.099       9.3       2.0      20.3      16.0     1.000     0.000
  2    88.088     0.035      13.3       2.3      20.3       3.2     0.942     0.000
  2    98.339     0.015      14.1       2.1      19.2       6.0     1.000     0.000
  2   109.177     0.018      31.3       2.4       6.0      19.2     1.000     0.000
  2   119.960     0.018      44.1       2.7       3.2      20.3     1.000     0.000
  2   130.784     0.016      40.0       2.5       3.7       3.7     1.000     0.000
  2   141.840     0.045      20.4       1.5       2.1       2.1     1.000     0.000
  2   153.060     0.144      12.6       2.0       4.6       4.6     1.000     0.000
  1    84.740     0.001       3.6       1.4       0.0       0.0     0.333     0.350
  1    94.695     0.003       8.2       1.5     304.4     118.8     0.986     0.825
  1    95.207     0.009      15.0       1.7      79.4      11.5     1.000     0.997
  1    98.600     0.003       4.9       2.9       0.0       0.0     0.967     0.488
  1   104.871     0.004      14.3       3.3     317.5     109.7     1.000     0.948
  1   105.040     0.005      13.4       3.0     300.6     110.6     1.000     0.948
  1   105.246     0.006      12.7       3.1     272.7     119.3     1.000     1.000
  1   105.483     0.008      25.7       4.4     111.3      62.6     1.000     1.000
  1   105.826     0.016      14.5       4.0     140.2      91.0     0.991     1.000
  1   112.734     0.006       7.3       2.3     331.8     113.2     0.762     1.000
  1   113.726     0.003       6.4       3.0       0.0       0.0     1.000     0.366
  1   114.041     0.002       4.7       2.2       0.0       0.0     0.933     0.366
  1   114.715     0.006       7.3       2.0     314.5     105.3     0.999     0.900
