version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  9228469
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   106.036     0.289     9.226     0.008     9.217     0.004     1.199     0.011   103.281     0.009    0.0065    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    67.112     0.228       7.3       2.9      55.0      27.0     0.902     0.000
  0    76.207     0.036      14.6       2.2      26.7      13.7     1.000     0.000
  0    84.992     0.013      22.8       2.5      47.3      17.5     1.000     0.000
  0    94.052     0.011      34.8       1.6      33.6       6.5     1.000     0.000
  0   103.338     0.011      47.5       1.3      26.6       3.8     1.000     0.000
  0   112.480     0.012      38.6       2.4      28.7       5.6     1.000     0.000
  0   121.817     0.018      28.4       1.6      17.7       3.5     1.000     0.000
  0   131.255     0.057      17.0       1.7       7.1       2.2     1.000     0.000
  0   140.405     0.084      13.1       1.1       2.4       0.6     1.000     0.000
  0   150.447     0.094       5.0       1.0      27.0      10.1     1.000     0.000
  2    83.767     0.036      17.9       2.0       6.8       3.8     1.000     0.000
  2    92.822     0.019      26.0       2.3       7.2       7.2     1.000     0.000
  2   102.126     0.017      40.7       2.7       3.8       6.8     1.000     0.000
  2   111.295     0.013      40.0       2.0       4.1       4.1     1.000     0.000
  2   120.708     0.021      24.9       1.8       4.1       4.1     1.000     0.000
  2   130.107     0.067      17.9       1.6       1.6       1.6     1.000     0.000
  1    80.614     0.007      14.2       1.6      74.7      17.0     1.000     1.000
  1    80.948     0.011       9.1       3.3     209.8     124.3     0.836     0.999
  1    81.362     0.005       9.9       1.7     251.6     107.2     1.000     0.924
  1    89.222     0.005      15.2       2.7     211.7     103.4     1.000     0.964
  1    89.657     0.006      20.1       4.2     231.1     109.3     1.000     0.999
  1    89.848     0.008      14.1       3.3     207.4     110.7     1.000     0.999
  1    90.631     0.006       7.3       2.2     323.5     106.8     0.992     0.787
  1    91.225     0.004       4.1       2.6       0.0       0.0     0.992     0.191
  1    94.705     0.005       2.8       2.0       0.0       0.0     0.700     0.248
  1    97.743     0.002       5.6       3.1       0.0       0.0     1.000     0.325
  1    98.110     0.007      10.4       3.0     276.6     121.4     1.000     1.000
  1    98.375     0.005      22.3       4.2     234.0     104.4     1.000     1.000
  1    98.633     0.013      23.6       4.9      98.8      55.1     1.000     1.000
  1    98.889     0.006      37.3       6.5     159.5      78.2     1.000     1.000
  1    99.142     0.011      14.3       3.4     160.5      95.9     1.000     1.000
  1    99.397     0.009      20.0       8.0     326.3     101.0     1.000     0.882
  1   100.077     0.009       9.0       2.3     248.5     104.9     0.989     0.987
  1   100.466     0.001       3.4       1.7       0.0       0.0     0.828     0.082
  1   100.779     0.001      10.4       3.8       0.0       0.0     1.000     0.082
  1   106.258     0.002       6.9       3.5       0.0       0.0     1.000     0.420
  1   107.049     0.007      14.3       3.2     201.1     105.3     1.000     1.000
  1   107.348     0.005      11.4       2.7     299.4     112.2     1.000     1.000
  1   107.546     0.024       8.4       2.8     235.2     139.8     0.893     1.000
  1   107.760     0.007      22.6       3.5     110.5      51.8     1.000     1.000
  1   108.033     0.024      25.1       3.8      73.0      13.1     1.000     1.000
  1   108.284     0.006      33.0       5.7     142.2      74.8     1.000     1.000
  1   108.516     0.013      12.0       2.9     148.4      94.3     0.937     1.000
  1   108.704     0.005      13.5       2.9     273.8     108.1     1.000     0.997
  1   108.990     0.004      20.2       4.0     272.8     106.8     1.000     0.997
  1   109.824     0.002      10.9       1.3     335.7      82.3     1.000     0.917
  1   110.706     0.002       3.9       1.7       0.0       0.0     1.000     0.495
  1   113.461     0.003       3.7       1.6       0.0       0.0     1.000     0.530
  1   115.361     0.007       8.1       2.2     287.2     102.4     0.999     0.939
  1   115.671     0.009       5.9       1.6     341.9      97.7     0.968     0.939
  1   116.298     0.005      15.0       3.1     247.8     109.3     1.000     1.000
  1   116.572     0.033       7.5       2.2     184.6      98.6     0.842     1.000
  1   117.047     0.008      23.1       2.8      66.4      11.8     1.000     1.000
  1   117.265     0.015      13.8       2.5      80.7      36.6     1.000     1.000
  1   117.474     0.009      12.0       2.8     173.9      99.5     1.000     1.000
  1   117.690     0.009      20.5       3.0      95.3      29.7     1.000     1.000
  1   118.554     0.005       6.7       1.7     310.1     108.9     0.999     0.763
  1   119.555     0.003       8.0       1.5     327.0      97.1     1.000     0.853
  1   120.380     0.002       1.8       0.7       0.0       0.0     0.908     0.336
  1   126.014     0.007      12.8       1.2      78.7       8.3     1.000     1.000
  1   126.617     0.018      12.8       2.4      76.2      26.2     1.000     1.000
  1   126.884     0.015      13.3       2.3      77.8      29.2     1.000     1.000
  1   127.598     0.006      10.3       1.2     116.3      14.0     1.000     1.000
  1   134.943     0.004       6.5       1.6     319.1     111.6     1.000     0.847
  1   135.630     0.019       6.4       1.4     104.1      68.3     0.323     1.000
  1   136.013     0.016       7.7       1.6      91.5      49.9     0.999     1.000
  1   136.722     0.009      11.2       2.1     139.7      58.7     1.000     1.000
  1   144.977     0.007       4.3       0.8     197.5     101.7     0.998     0.908
  3   114.413     0.009      12.7       1.4      66.1      14.2     1.000     1.000
  3   123.691     0.082       5.2       1.8     195.6     122.5     0.247     1.000
  3   123.871     0.010       9.3       2.0     143.0      93.9     1.000     1.000
