version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  4902641
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    99.139     0.359     7.898     0.012     7.927     0.005     0.935     0.014   103.403     0.009    0.0005    0.0004     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    72.314     0.028      11.4       2.1      51.9      22.5     1.000     0.000
  0    79.900     0.023      25.8       1.8      19.5       5.6     1.000     0.000
  0    87.543     0.022      25.9       1.6      18.2       4.0     1.000     0.000
  0    95.512     0.013      34.5       2.1      30.4       8.0     1.000     0.000
  0   103.419     0.014      35.1       1.0      21.2       3.5     1.000     0.000
  0   111.263     0.029      24.8       1.8      12.8       3.2     1.000     0.000
  0   119.278     0.022      19.3       1.3      17.1       4.5     1.000     0.000
  0   127.262     0.066      11.5       1.7       6.7       2.2     1.000     0.000
  2    78.993     0.042      18.3       2.3       7.9       1.6     1.000     0.000
  2    86.563     0.023      21.4       2.1       7.7       7.7     1.000     0.000
  2    94.618     0.032      36.5       1.2       1.6       7.9     1.000     0.000
  2   102.481     0.028      30.0       2.1       3.0      18.3     1.000     0.000
  2   110.412     0.040      27.5       1.2       1.6       1.6     1.000     0.000
  2   118.303     0.048      16.7       1.5       2.6       2.6     1.000     0.000
  2   126.531     0.074      12.8       1.6       1.5       1.5     1.000     0.000
  2   134.830     0.147      12.1       1.5       2.7       2.7     1.000     0.000
  1    76.267     0.011      16.5       4.4     145.2     105.2     1.000     0.999
  1    76.316     0.151       8.0       5.1     204.4     130.9     0.200     0.999
  1    83.190     0.007      20.5       4.2     175.3      89.2     1.000     0.997
  1    83.782     0.042      16.2       5.0     209.1     114.0     1.000     1.000
  1    83.871     0.014      18.9       4.2     100.1      61.5     1.000     1.000
  1    84.536     0.005      15.0       2.1     162.8      60.2     1.000     0.986
  1    89.933     0.004       6.8       1.6     310.2     112.9     0.996     0.818
  1    90.967     0.005      18.3       1.8      99.4      18.5     1.000     1.000
  1    91.694     0.007      32.4       3.4      79.5      20.3     1.000     1.000
  1    92.553     0.004      14.9       2.5     243.0      96.9     1.000     0.928
  1    93.668     0.004      10.1       1.9     277.2      94.1     1.000     0.967
  1    96.294     0.002       2.8       1.1       0.0       0.0     0.210     0.598
  1    97.619     0.005      16.4       3.5     256.3     109.3     1.000     0.984
  1    98.904     0.011      18.8       6.2     152.5      88.1     1.000     0.998
  1    99.731     0.004      43.8       1.9      62.4       2.6     1.000     1.000
  1   100.754     0.004      14.8       1.9     181.9      54.0     1.000     0.982
  1   102.127     0.004       9.3       1.6     275.2      89.6     1.000     0.879
  1   106.629     0.007      28.1       3.0     104.5      17.8     1.000     1.000
  1   107.517     0.017      33.2       6.5     101.6      14.2     1.000     1.000
  1   107.680     0.015       9.2       3.0     295.2     105.8     0.997     0.994
  1   108.786     0.007      16.8       3.5     209.0      81.7     1.000     0.994
  1   114.133     0.005      11.3       1.8     216.2      87.2     1.000     0.985
  1   115.376     0.005      28.8       2.0      58.8       2.9     1.000     1.000
  1   116.513     0.007       8.3       2.2     267.1     106.4     1.000     1.000
  1   116.582     0.020       8.1       2.3     243.6     102.1     0.956     1.000
  1   120.529     0.002       3.5       1.6       0.0       0.0     1.000     0.586
  1   122.524     0.010       9.4       1.6     112.6      17.8     1.000     1.000
  1   123.423     0.037      10.7       2.8      95.7      41.6     0.997     1.000
  1   123.707     0.011      17.9       2.9      83.3      23.1     1.000     1.000
  1   127.817     0.002       1.9       0.9       0.0       0.0     0.282     0.498
  1   129.730     0.011       5.4       1.5     173.3     123.2     0.969     0.893
  1   131.252     0.167       5.9       2.2     115.7      91.6     0.334     1.000
  1   131.464     0.014       9.2       1.9      84.8      52.0     1.000     1.000
  3   105.172     0.009       8.8       1.1      75.1      26.2     1.000     0.994
