version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  6700113
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    97.974     0.448     7.648     0.020     7.671     0.012     0.876     0.027   107.298     0.025    0.0046    0.0022     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    55.213     0.015       7.2       1.3      66.7      19.6     0.945     0.000
  0    69.639     0.131       9.4       3.6      29.9      26.3     0.981     0.000
  0    77.088     0.025      18.0       2.2      25.9      11.4     1.000     0.000
  0    84.356     0.021      26.8       1.4      18.7       4.7     1.000     0.000
  0    92.023     0.020      27.4       1.5      17.6       4.3     1.000     0.000
  0    99.736     0.029      27.3       1.0      11.1       2.3     1.000     0.000
  0   107.207     0.044      28.3       0.6       5.8       0.9     1.000     0.000
  0   114.945     0.060      18.2       1.8       8.3       2.8     1.000     0.000
  0   122.851     0.081      14.5       1.6       6.4       2.0     1.000     0.000
  0   130.664     0.084       9.3       2.1      13.0       8.5     1.000     0.000
  2    61.009     0.020       7.7       1.8      19.9       2.2     0.994     0.000
  2    76.335     0.103      16.3       2.8       6.6       2.4     1.000     0.000
  2    83.641     0.069      23.6       2.4       2.3       2.3     1.000     0.000
  2    91.152     0.034      25.9       1.8       2.4       6.6     1.000     0.000
  2    98.779     0.045      25.4       1.7       2.2      19.9     1.000     0.000
  2   105.799     0.124      27.9       0.9       0.7       0.7     1.000     0.000
  2   114.166     0.096      19.0       1.6       1.4       1.4     1.000     0.000
  2   121.946     0.086      15.1       1.6       2.1       2.1     1.000     0.000
  2   130.149     0.047      11.4       1.7       7.4       7.4     1.000     0.000
  2   138.135     0.106       7.2       1.1       3.7       3.7     1.000     0.000
  1    57.325     0.001       3.2       1.2       0.0       0.0     0.463     0.206
  1    61.685     0.003       3.3       2.3       0.0       0.0     0.824     0.209
  1    65.189     0.005       6.4       2.1     346.5      93.8     0.902     0.715
  1    73.573     0.009      14.3       2.0      92.0      33.6     1.000     1.000
  1    80.348     0.015      17.3       4.2      94.0      51.8     1.000     1.000
  1    81.170     0.013      11.2       2.3     121.4      43.0     0.917     1.000
  1    82.226     0.004       6.9       2.1     356.4      96.8     0.918     0.954
  1    82.315     0.010      11.9       3.2     238.9      92.8     1.000     0.954
  1    86.739     0.008       8.1       1.4     212.3      70.3     0.974     0.980
  1    88.076     0.012      21.0       2.9      68.7      19.3     1.000     1.000
  1    89.019     0.012      14.8       3.4     168.1      75.6     1.000     1.000
  1    89.145     0.007      12.4       3.0     238.8     103.1     1.000     1.000
  1    90.596     0.004       6.0       1.4     340.3      95.2     0.785     0.801
  1    93.784     0.068       7.4       2.0     146.7     102.2     0.446     1.000
  1    94.205     0.012      10.9       2.1      85.0      51.8     1.000     1.000
  1    95.035     0.003       2.5       1.8       0.0       0.0     0.522     0.152
  1    95.607     0.012      16.9       3.7     128.7      86.7     1.000     1.000
  1    95.748     0.008      28.9       3.1      66.0       9.9     1.000     1.000
  1    96.715     0.010      20.8       5.9     210.2     110.9     1.000     1.000
  1    96.855     0.022      28.3       6.2     119.7      31.8     1.000     1.000
  1   100.602     0.007       5.8       1.3     226.8     121.5     0.663     0.916
  1   102.578     0.083       8.5       2.9     220.9     109.4     0.708     1.000
  1   102.714     0.008      18.5       3.4     128.4      47.8     1.000     1.000
  1   103.814     0.018      17.4       4.5     113.8      57.8     1.000     1.000
  1   103.991     0.011      23.6       4.2      96.1      33.0     1.000     1.000
  1   106.479     0.006       4.4       1.5     336.8      94.0     0.794     0.743
  1   110.159     0.013      13.6       3.1     137.5      60.9     1.000     1.000
  1   110.303     0.011      14.1       3.0     139.7      62.2     1.000     1.000
  1   111.401     0.014      12.9       2.5     101.9      41.1     1.000     1.000
  1   111.557     0.009      11.6       3.3     215.2     120.6     1.000     1.000
  1   111.706     0.027      14.9       2.9      91.2      30.5     1.000     1.000
  1   118.615     0.047       9.0       2.0      75.7      21.7     0.730     1.000
  1   118.778     0.009      16.6       1.9      61.2       5.0     1.000     1.000
  1   120.210     0.009       7.1       1.8     231.7      95.6     0.707     0.993
  1   125.742     0.035       7.7       1.9     164.5      74.7     0.976     0.982
  1   125.888     0.009       6.5       1.8     220.7     105.8     0.858     0.982
  1   127.438     0.011       7.0       1.0      98.6       9.8     1.000     1.000
