version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  9344639
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
     6.301     0.072     1.131     0.009     1.063     0.003     0.162     0.007     6.163     0.005    0.0454    0.0067     3
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     4.964     0.014     309.5      37.0      67.4      20.6     1.000     0.000
  0     6.147     0.006     449.8      28.6      79.6      14.0     1.000     0.000
  0     7.256     0.007     440.6      26.9      74.1      13.6     1.000     0.000
  0     8.420     0.027     153.7      32.1      50.0      20.5     0.998     0.000
  2     3.802     0.042     217.5      70.8      26.1      17.3     0.944     0.000
  2     5.971     0.009     388.6      50.4      17.3      26.1     1.000     0.000
  2     7.110     0.008     394.2      44.9      14.0      14.0     1.000     0.000
  2     8.223     0.036     172.4      22.6      18.0      18.0     0.999     0.000
  2     9.530     0.042      84.2      22.9      18.1      18.1     0.980     0.000
  2    10.759     0.050      69.3      18.8      15.6      15.6     0.975     0.000
