version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  6358695
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   106.591     0.264     9.244     0.007     9.247     0.005     1.166     0.011   103.771     0.008    0.0064    0.0008     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    76.599     0.019      21.0       3.1      50.7      18.9     1.000     0.000
  0    85.443     0.028      24.8       2.8      24.2       8.4     1.000     0.000
  0    94.531     0.009      44.9       2.6      49.7      12.1     1.000     0.000
  0   103.818     0.011      58.7       3.0      33.3       6.3     1.000     0.000
  0   113.017     0.011      52.8       3.2      32.4       6.7     1.000     0.000
  0   122.390     0.022      34.2       2.4      16.7       4.0     1.000     0.000
  0   131.930     0.027      19.4       2.1      20.7       8.4     1.000     0.000
  0   141.504     0.064       6.4       1.7      36.8      15.8     1.000     0.000
  2    84.222     0.018      21.4       3.0      19.6       5.7     1.000     0.000
  2    93.337     0.019      32.9       2.9       8.1       8.1     1.000     0.000
  2   102.643     0.013      56.7       3.5       5.7      19.6     1.000     0.000
  2   111.823     0.018      53.2       2.6       2.9       2.9     1.000     0.000
  2   121.259     0.030      33.7       2.3       2.8       2.8     1.000     0.000
  2   130.833     0.064      19.4       2.3       3.6       3.6     1.000     0.000
  2   140.572     0.082      17.3       1.5       1.1       1.1     1.000     0.000
  1    81.190     0.008      20.5       4.5     184.6     184.6     1.000     1.000
  1    81.557     0.001       9.5       2.5       0.0       0.0     1.000     0.730
  1    89.054     0.002       7.0       4.7       0.0       0.0     0.993     0.462
  1    89.158     0.005       8.7       4.3       0.0       0.0     0.777     0.462
  1    89.709     0.002      10.1       4.9       0.0       0.0     1.000     0.606
  1    90.071     0.008      24.0       2.8      71.1      14.0     1.000     1.000
  1    90.466     0.008      15.5       3.5     221.1     113.0     0.989     0.997
  1    90.567     0.005      14.1       3.1     304.3     108.6     0.996     0.997
  1    92.084     0.003       5.0       3.0       0.0       0.0     0.703     0.451
  1    98.309     0.061       8.1       2.9     314.0     113.8     0.247     0.962
  1    98.521     0.007      12.9       3.3     273.2     112.6     1.000     0.962
  1    98.747     0.005      15.6       4.0     318.6     111.0     1.000     0.767
  1    98.950     0.004      14.4       3.3     357.1      94.5     1.000     0.767
  1    99.149     0.005      32.5       7.0     233.9     109.8     1.000     0.999
  1    99.301     0.004      25.0       6.0     309.4     109.0     1.000     0.999
  1    99.457     0.013      37.9       5.4      69.1      21.6     1.000     0.999
  1    99.608     0.005      17.1       3.8     313.5     106.2     1.000     1.000
  1    99.757     0.007      21.1       4.7     208.6     107.1     1.000     1.000
  1    99.966     0.007      13.9       3.5     267.1     110.0     0.936     0.805
  1   100.212     0.003      12.2       3.0     372.3      90.3     1.000     0.805
  1   100.417     0.004      10.8       2.6     369.4      91.4     0.996     0.805
  1   102.835     0.001       3.6       1.6       0.0       0.0     0.676     0.282
  1   106.220     0.002       6.1       3.0       0.0       0.0     1.000     0.109
  1   106.585     0.003       6.4       2.6       0.0       0.0     0.999     0.109
  1   106.701     0.002       4.2       1.5       0.0       0.0     0.467     0.605
  1   107.420     0.003      20.2       3.8     389.9      76.7     1.000     0.778
  1   107.518     0.003      13.2       3.2     376.5      85.7     1.000     0.778
  1   107.843     0.004      15.9       4.7     257.7     113.9     0.986     0.778
  1   108.187     0.006      33.3       7.2     220.3     109.5     1.000     0.999
  1   108.260     0.004      27.6       6.1     344.3      97.1     1.000     0.999
  1   108.511     0.007      28.0       6.1     157.2      92.5     1.000     0.999
  1   108.716     0.008      27.9       7.1     250.2     115.7     1.000     1.000
  1   108.789     0.006      40.5       8.5     205.5     104.7     1.000     1.000
  1   109.051     0.005      23.5       5.0     257.6     108.7     1.000     1.000
  1   109.458     0.007      22.9       4.2     174.6      76.9     1.000     1.000
  1   115.950     0.002       7.1       2.9       0.0       0.0     1.000     0.460
  1   116.455     0.003       6.0       3.1       0.0       0.0     0.965     0.460
  1   116.919     0.006      13.7       3.4     278.7     115.0     1.000     0.978
  1   117.376     0.011      14.2       3.7     194.6     101.5     1.000     0.978
  1   117.581     0.029      11.1       3.4     264.9     122.1     0.388     1.000
  1   117.725     0.009      28.1       3.7      80.7      26.8     1.000     1.000
  1   118.012     0.013      16.8       3.5     120.3      62.6     1.000     1.000
  1   118.289     0.007      19.1       5.0     247.5     123.6     1.000     1.000
  1   118.382     0.022      17.2       4.8     128.9      74.1     1.000     1.000
  1   119.188     0.010       8.9       2.6     294.3     105.3     0.635     0.834
  1   119.278     0.004       8.1       2.2     359.2      93.9     0.984     0.834
  1   126.782     0.010      12.2       2.7     161.2      85.2     0.989     0.991
  1   127.269     0.013       8.6       2.5     211.9     127.4     0.298     1.000
  1   127.513     0.011      17.9       2.8      86.4      31.4     1.000     1.000
  1   132.304     0.002       3.1       1.4       0.0       0.0     0.929     0.503
  1   135.927     0.008       8.9       2.5     256.6     115.6     0.993     0.983
  1   136.550     0.062       9.0       2.9     205.6     107.2     0.615     0.983
  3   105.704     0.009      20.5       5.1     130.5      87.2     1.000     0.998
  3   114.970     0.005      11.6       2.1     220.7     116.6     1.000     0.922
