version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  11446280
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    10.140     0.085     1.600     0.007     1.574     0.007     0.213     0.008     9.198     0.008    0.0097    0.0055     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     9.179     0.016     376.4      12.1      27.2       7.6     1.000     0.000
  0    10.793     0.008     305.9      26.3      72.6      15.8     1.000     0.000
  0    12.362     0.012     218.8      19.7      57.4      17.5     1.000     0.000
  0    13.989     0.043      91.6      23.2      42.4      24.7     0.986     0.000
  2     4.547     0.040     132.2      51.5      26.1      15.2     0.901     0.000
  2     7.437     0.009     256.1      14.5      16.1      15.2     1.000     0.000
  2     8.922     0.008     304.1      40.7      15.2      16.1     1.000     0.000
  2    10.570     0.007     323.0      20.2      15.2      26.1     1.000     0.000
  2    12.164     0.012     222.2      18.3      17.8      17.8     1.000     0.000
  2    13.774     0.039     132.5       9.7       7.1       7.1     1.000     0.000
