version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  7350897
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   131.099     0.319    11.147     0.007    11.110     0.005     1.476     0.011   125.283     0.008    0.0067    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    92.464     0.036      11.2       2.1      41.8      21.1     1.000     0.000
  0   103.276     0.019      22.3       2.2      28.2       8.3     1.000     0.000
  0   114.140     0.012      28.3       2.4      41.6      11.1     1.000     0.000
  0   125.331     0.008      43.3       1.4      39.6       6.3     1.000     0.000
  0   136.389     0.011      37.6       2.5      33.0       6.9     1.000     0.000
  0   147.619     0.020      25.1       1.8      18.4       4.1     1.000     0.000
  0   159.021     0.037      16.1       1.4      12.5       3.5     1.000     0.000
  0   182.068     0.093       5.6       1.3      19.2      10.1     0.973     0.000
  2   101.858     0.053      15.8       2.0       6.8       9.2     1.000     0.000
  2   112.620     0.017      22.1       2.2      10.6      10.6     1.000     0.000
  2   123.793     0.014      29.6       2.7       9.2       6.8     1.000     0.000
  2   134.967     0.016      37.1       2.4       3.9       3.9     1.000     0.000
  2   146.200     0.022      26.9       1.7       3.3       3.3     1.000     0.000
  2   157.671     0.062      14.2       1.6       3.6       3.6     1.000     0.000
  2   169.310     0.174       8.0       2.0      10.1      10.1     0.980     0.000
  1    95.806     0.005       3.3       2.3       0.0       0.0     0.577     0.280
  1   108.351     0.008       9.6       2.9     266.8     128.3     0.959     1.000
  1   108.523     0.018      15.5       2.9      85.7      39.4     1.000     1.000
  1   108.972     0.011      11.8       2.9     169.6     102.7     1.000     1.000
  1   109.133     0.007      15.2       3.6     213.1     111.1     1.000     1.000
  1   109.683     0.006       7.2       2.0     292.2     117.5     0.467     0.764
  1   110.751     0.002       3.5       1.5       0.0       0.0     0.643     0.322
  1   118.612     0.009      11.5       3.2     219.2     105.4     1.000     1.000
  1   118.659     0.127       6.3       3.1     305.9     116.1     0.224     1.000
  1   119.516     0.020      13.9       3.3     133.1      82.6     1.000     0.998
  1   119.566     0.006      15.6       3.5     229.2     123.8     1.000     0.998
  1   120.242     0.007      27.1       4.8     113.2      66.7     1.000     1.000
  1   120.293     0.001       2.1       0.7       0.0       0.0     0.705     0.268
  1   121.139     0.005      10.6       3.3     359.1      92.0     1.000     0.782
  1   122.217     0.007       6.5       2.1     313.6      99.4     0.847     0.800
  1   123.967     0.005       8.0       1.8     314.3      94.6     0.975     0.921
  1   128.126     0.004       6.3       1.8     348.1     104.4     0.893     1.000
  1   129.347     0.001       6.8       2.1       0.0       0.0     1.000     0.463
  1   129.489     0.001       5.1       1.4       0.0       0.0     1.000     0.463
  1   130.453     0.005      26.6       5.4     217.2     109.7     1.000     1.000
  1   130.577     0.008      20.9       4.7     175.3     102.2     1.000     1.000
  1   131.236     0.005      40.1       8.0     206.8     102.3     1.000     1.000
  1   131.355     0.005      34.1       7.4     235.0     109.3     1.000     1.000
  1   132.257     0.004      13.2       2.8     317.8     101.9     1.000     0.960
  1   132.445     0.004      13.4       2.7     334.0      98.3     1.000     0.960
  1   133.533     0.065       6.5       2.0     320.4      99.4     0.326     0.875
  1   133.762     0.004       8.4       2.2     346.5      95.4     1.000     0.875
  1   139.124     0.004       5.7       2.5       0.0       0.0     1.000     0.099
  1   139.481     0.002       5.7       2.4       0.0       0.0     1.000     0.099
  1   140.548     0.006      12.2       2.7     211.7     100.2     1.000     0.994
  1   140.897     0.004      11.9       2.5     294.0     107.9     1.000     0.994
  1   141.761     0.007      22.2       2.6      73.5      17.4     1.000     1.000
  1   141.940     0.004      11.5       2.8     330.5     107.8     0.999     1.000
  1   142.027     0.008      13.7       3.0     172.0      97.1     1.000     1.000
  1   142.638     0.008      16.0       3.4     145.9      83.1     1.000     1.000
  1   142.944     0.007      11.7       2.8     197.7     106.1     1.000     1.000
  1   143.941     0.001       4.9       1.3       0.0       0.0     1.000     0.502
  1   144.394     0.002       2.9       1.2       0.0       0.0     0.444     0.502
  1   145.882     0.008       7.2       2.3     306.4      89.0     0.994     0.951
  1   150.429     0.003       4.2       2.3       0.0       0.0     0.976     0.471
  1   152.025     0.007       7.0       2.0     262.6     106.2     0.948     0.946
  1   152.607     0.014       8.9       2.2     158.5      87.8     0.998     1.000
  1   153.343     0.012      12.9       1.7      64.4       9.5     1.000     1.000
  1   153.615     0.015      10.1       1.5      71.5      16.9     0.969     1.000
  1   154.311     0.008       5.6       1.9     293.9     120.4     0.367     0.936
  1   154.987     0.023       6.9       1.9     261.2     113.2     0.931     0.936
  1   162.537     0.003       3.2       1.6       0.0       0.0     0.990     0.666
  1   164.922     0.000      27.5       2.3       0.0       0.0     1.000     0.017
  1   165.545     0.030       2.1       1.1       0.0       0.0     0.993     0.017
  3   127.480     0.018      13.1       2.9      89.0      57.9     1.000     1.000
  3   150.015     0.002       5.7       5.3       0.0       0.0     0.737     0.471
