version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  7345128
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    99.958     0.211     9.094     0.008     9.147     0.007     1.208     0.010   101.923     0.007    0.0080    0.0010     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    75.090     0.011      22.9       2.0      44.2      11.4     1.000     0.000
  0    83.757     0.011      37.3       3.6      49.7      13.9     1.000     0.000
  0    92.884     0.009      57.1       2.7      46.3       8.5     1.000     0.000
  0   101.900     0.008      80.0       4.0      48.4       8.1     1.000     0.000
  0   111.080     0.015      41.4       2.5      23.4       5.2     1.000     0.000
  0   120.358     0.042      23.8       2.6      11.2       4.0     1.000     0.000
  2    82.519     0.019      31.5       3.1       9.1      12.6     1.000     0.000
  2    91.632     0.014      47.4       4.1       7.6       7.6     1.000     0.000
  2   100.733     0.006      72.6       5.9      12.6       9.1     1.000     0.000
  2   109.846     0.028      34.5       2.4       3.0       3.0     1.000     0.000
  2   119.300     0.071      24.3       2.9       3.8       3.8     1.000     0.000
  2   128.603     0.118      18.0       2.9       5.5       5.5     1.000     0.000
  1    78.685     0.007       9.0       3.3     335.0     100.7     0.982     0.758
  1    79.322     0.009      14.7       3.9     229.8     123.2     0.749     0.999
  1    79.469     0.008      16.6       3.9     154.0      98.5     0.920     0.999
  1    84.008     0.001       3.7       1.0       0.0       0.0     0.706     0.352
  1    87.007     0.002       7.5       4.2       0.0       0.0     0.997     0.437
  1    87.564     0.002       9.7       5.1       0.0       0.0     1.000     0.470
  1    88.077     0.003      25.4       5.1     356.7      94.4     1.000     1.000
  1    88.280     0.006      20.3       5.2     263.1     122.2     1.000     1.000
  1    88.332     0.006      15.9       3.8     267.5     112.0     0.998     1.000
  1    88.510     0.005      26.4       5.4     292.4     107.4     1.000     1.000
  1    88.699     0.012      20.6       4.5     124.5      78.6     1.000     1.000
  1    88.940     0.004      11.2       3.4     284.9     114.2     0.380     0.806
  1    89.221     0.005      16.8       3.9     279.8     115.1     1.000     0.806
  1    89.478     0.002       4.7       3.0       0.0       0.0     0.561     0.273
  1    90.054     0.002       5.4       2.9       0.0       0.0     0.915     0.562
  1    90.659     0.001       6.7       2.3       0.0       0.0     1.000     0.057
  1    91.020     0.005       5.5       3.2       0.0       0.0     0.225     0.477
  1    91.278     0.003       7.1       3.9       0.0       0.0     0.968     0.477
  1    95.859     0.002      13.4       6.1       0.0       0.0     1.000     0.329
  1    96.784     0.004      12.3       3.1     347.2     100.8     1.000     0.912
  1    96.936     0.002      12.3       4.8       0.0       0.0     1.000     0.472
  1    97.156     0.002      17.9       5.4       0.0       0.0     1.000     0.472
  1    97.356     0.003      13.2       5.8       0.0       0.0     1.000     0.472
  1    97.471     0.007      36.0       7.9     181.4     112.2     1.000     0.999
  1    97.652     0.004      56.4      10.6     266.4     108.2     1.000     0.999
  1    97.820     0.007      25.8       6.0     201.8     115.6     1.000     0.999
  1    97.962     0.005      18.7       4.1     299.8     108.6     1.000     0.986
  1    98.167     0.003      30.4       5.7     338.5      96.1     1.000     0.986
  1    98.392     0.008      14.5       3.8     257.4     114.4     0.951     0.986
  1    98.835     0.003       7.6       3.7       0.0       0.0     0.995     0.371
  1    99.087     0.002       9.3       4.3       0.0       0.0     1.000     0.371
  1    99.546     0.004      13.6       3.1     340.3      95.5     1.000     0.838
  1   100.291     0.001       6.8       2.2       0.0       0.0     1.000     0.239
  1   100.533     0.001       6.8       1.6       0.0       0.0     1.000     0.239
  1   103.394     0.002      10.9       2.4     419.1      65.0     1.000     0.984
  1   104.742     0.009       5.2       3.3       0.0       0.0     0.780     0.436
  1   105.000     0.002      12.9       7.5       0.0       0.0     1.000     0.436
  1   105.537     0.004      12.4       2.6     304.0     104.9     1.000     0.785
  1   105.796     0.015      17.3       3.8     116.6      66.6     1.000     1.000
  1   106.016     0.004      20.3       4.4     335.2     102.1     1.000     1.000
  1   106.286     0.007      19.0       4.2     192.4     101.9     1.000     1.000
  1   106.456     0.004      32.9       5.6     192.2      83.7     1.000     1.000
  1   106.633     0.008      21.5       5.5     211.7     115.2     1.000     1.000
  1   106.803     0.009      23.6       5.4     167.8      96.6     1.000     1.000
  1   106.991     0.006      42.7       7.3     137.7      67.5     1.000     1.000
  1   107.195     0.002       4.8       2.1       0.0       0.0     0.890     0.440
  1   107.469     0.007      10.1       2.7     328.5     104.7     0.994     0.970
  1   107.707     0.006      20.2       4.5     249.6     104.3     1.000     0.970
  1   112.178     0.004       7.2       1.7     309.4     109.4     0.627     0.773
  1   114.329     0.006      10.5       2.8     308.3     106.7     1.000     0.977
  1   114.751     0.009      13.4       3.6     240.8     103.2     1.000     0.977
  1   115.234     0.010       9.5       2.8     256.2     119.0     0.878     0.879
  1   115.523     0.026      11.2       3.0     180.9     118.3     0.683     1.000
  1   115.765     0.011      24.7       3.3      70.8      20.3     1.000     1.000
  1   116.368     0.011      15.4       3.3     135.5      75.1     1.000     1.000
  1   117.017     0.007       9.1       2.1     256.8     103.2     1.000     0.947
  1   124.696     0.012      15.1       3.0     108.0      64.6     1.000     1.000
  1   124.896     0.007       5.8       1.5     284.2     127.0     0.459     0.700
  1   125.447     0.010      10.2       2.4     173.0     106.3     0.923     0.998
  1   127.712     0.006       6.8       2.2     329.9      96.4     0.840     0.742
  1   129.518     0.003       4.6       4.1       0.0       0.0     0.725     0.491
  3    94.565     0.010      15.6       2.6      95.0      42.0     1.000     1.000
  3   103.689     0.011      19.8       3.1      87.3      40.9     1.000     0.984
