version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8377727
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    41.405     0.263     4.418     0.016     4.284     0.009     0.606     0.018    38.619     0.014    0.0257    0.0031     1
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    30.311     0.029      35.6       6.5      50.8      22.7     1.000     0.000
  0    34.391     0.024      58.2       5.6      24.8       9.0     1.000     0.000
  0    38.598     0.014      77.1       3.8      32.7      10.2     1.000     0.000
  0    43.034     0.016      69.7       5.1      30.2       8.9     1.000     0.000
  0    47.341     0.022      55.0       5.9      27.9      11.6     1.000     0.000
  0    56.381     0.079      21.3       5.1      17.4      14.0     0.991     0.000
  2    29.600     0.041      32.8       7.2      24.4       3.2     0.909     0.000
  2    33.864     0.041      52.4       6.8       8.8      10.7     1.000     0.000
  2    37.931     0.020      68.5       6.3      10.7       8.8     1.000     0.000
  2    42.378     0.026      74.6       2.9       3.2      24.4     1.000     0.000
  2    46.877     0.049      60.8       4.3       2.6       2.6     1.000     0.000
  2    51.227     0.111      47.3       3.4       1.7       1.7     1.000     0.000
  2    55.591     0.064      22.2       5.0      21.2      21.2     1.000     0.000
  2    60.591     0.121      13.3       3.5      15.4      15.4     0.988     0.000
  1    31.235     0.006      10.5       6.8       0.0       0.0     0.638     0.558
  1    31.536     0.006       8.8       6.3       0.0       0.0     0.741     0.333
  1    31.844     0.003      11.9       7.1       0.0       0.0     0.797     0.608
  1    32.148     0.010      22.4       9.3     299.7     115.2     0.222     0.804
  1    32.423     0.014      29.2      12.2     226.8     121.7     0.971     0.950
  1    32.672     0.015      27.0      11.5     253.1     117.4     0.701     0.966
  1    32.960     0.003      16.8       7.7       0.0       0.0     1.000     0.542
  1    35.844     0.010      21.4       9.3     307.1     103.2     0.665     0.858
  1    36.198     0.012      26.2      11.5     276.2     112.5     0.933     0.934
  1    36.474     0.011      26.6       7.0     183.7     112.5     0.959     1.000
  1    36.538     0.010      32.3       6.5     146.2      82.7     1.000     1.000
  1    36.829     0.010      33.2      13.8     289.8     108.7     0.872     0.891
  1    37.173     0.011      23.8       9.6     271.5     102.6     0.562     0.927
  1    39.841     0.015      20.0       8.5     255.9     117.4     0.948     0.941
  1    40.252     0.002      12.7       8.2       0.0       0.0     0.614     0.654
  1    40.298     0.005      22.5       7.5       0.0       0.0     1.000     0.654
  1    40.681     0.008      26.7       7.0     275.3     123.0     0.457     0.963
  1    40.723     0.004      53.5       9.0     302.6     100.8     1.000     0.963
  1    41.053     0.011      37.2      14.4     244.1     120.0     1.000     0.994
  1    41.103     0.025      38.8      14.2     209.0     116.7     1.000     0.994
  1    41.461     0.003      16.3       3.8     346.6      97.0     0.219     0.848
  1    41.495     0.003      23.2       4.1     354.1      89.2     1.000     0.848
  1    43.209     0.003       7.0       3.6       0.0       0.0     0.569     0.405
  1    44.801     0.005      48.1       8.6     212.2      99.7     1.000     1.000
  1    45.194     0.012      26.7       7.4     154.2     106.3     0.629     1.000
  1    45.274     0.009      44.1       5.8      84.3      24.0     1.000     1.000
  1    45.712     0.010      21.1       8.6     309.3     102.1     1.000     0.834
  1    46.297     0.006      21.7       4.6     270.6      93.2     0.998     0.939
  1    47.638     0.002      10.3       6.6       0.0       0.0     0.996     0.587
  1    48.350     0.008      21.3       7.0     336.1      91.6     1.000     0.864
  1    49.014     0.011      31.9      11.1     283.2      86.8     1.000     0.971
  1    49.502     0.051      35.6      15.1     271.2      84.9     1.000     0.997
  1    49.577     0.108      24.6      11.8     304.7      91.3     0.996     0.997
  1    49.622     0.006      24.7       8.5     307.0      93.5     1.000     0.997
  1    50.100     0.104      12.5       5.9     275.4     123.2     0.219     0.780
  1    50.147     0.010      16.6       5.8     262.1     134.1     0.980     0.780
  1    52.429     0.003       7.4       4.8       0.0       0.0     0.805     0.394
  1    53.231     0.010      16.1       6.0     313.6      94.1     0.843     0.897
  1    53.910     0.009      28.8       9.5     258.6      78.0     0.990     0.991
  1    55.294     0.007      18.1       5.5     321.4      88.3     1.000     0.906
  3    39.414     0.010      20.8       8.2     279.8     117.8     0.967     0.864
