version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8315796
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.509     0.245     8.889     0.006     8.900     0.004     1.138     0.009    99.591     0.007    0.0078    0.0007     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    73.476     0.015      21.4       3.0      55.9      18.8     1.000     0.000
  0    81.950     0.016      30.2       3.1      34.3      11.9     1.000     0.000
  0    90.726     0.009      47.6       2.0      43.5       8.4     1.000     0.000
  0    99.611     0.007      60.4       2.4      50.5       8.7     1.000     0.000
  0   108.492     0.011      51.1       2.5      32.9       6.2     1.000     0.000
  0   117.534     0.016      30.5       2.5      25.6       7.5     1.000     0.000
  0   126.999     0.073       8.0       1.9      51.1      18.0     1.000     0.000
  2    80.749     0.024      28.6       2.9       8.2       5.6     1.000     0.000
  2    89.537     0.014      33.4       3.5      13.2      13.2     1.000     0.000
  2    98.510     0.014      51.2       3.8       5.6       8.2     1.000     0.000
  2   107.350     0.016      47.1       3.0       4.3       4.3     1.000     0.000
  2   116.468     0.028      30.9       2.1       2.9       2.9     1.000     0.000
  2   125.726     0.106      19.9       1.8       1.7       1.7     1.000     0.000
  1    77.714     0.004      12.9       2.5     330.0     101.2     1.000     0.843
  1    78.053     0.004      20.4       3.7     328.5      98.8     1.000     0.899
  1    85.204     0.002       6.1       1.9       0.0       0.0     1.000     0.635
  1    85.711     0.006      12.1       3.6     298.1     113.9     0.999     0.890
  1    86.108     0.012       9.3       2.6     259.4     135.8     0.305     1.000
  1    86.197     0.006      16.5       2.9     171.0      98.7     1.000     1.000
  1    86.478     0.011      13.5       4.3     286.4     125.8     0.590     1.000
  1    86.573     0.008      26.3       3.9      88.3      30.8     1.000     1.000
  1    86.981     0.004      20.7       4.7     326.2     103.2     1.000     0.946
  1    87.495     0.001       7.3       4.0       0.0       0.0     1.000     0.043
  1    88.045     0.001       8.6       4.6       0.0       0.0     1.000     0.046
  1    93.460     0.002       5.1       2.2       0.0       0.0     0.985     0.650
  1    94.094     0.002      12.1       3.3       0.0       0.0     1.000     0.595
  1    94.702     0.004      21.7       4.5     324.8     103.4     1.000     0.768
  1    94.931     0.005      10.5       2.9     337.3     105.9     0.761     0.768
  1    95.058     0.009      15.2       4.1     278.5     120.0     0.999     1.000
  1    95.239     0.007      38.6       5.8     112.1      51.1     1.000     1.000
  1    95.454     0.050      19.9       5.3     285.3     122.7     1.000     0.997
  1    95.504     0.002       5.0       1.9       0.0       0.0     0.984     0.491
  1    95.665     0.004      44.8       7.9     277.2     101.7     1.000     0.997
  1    95.863     0.004       5.0       3.2       0.0       0.0     0.749     0.533
  1    95.987     0.002       9.5       5.9       0.0       0.0     1.000     0.462
  1    96.223     0.003      17.5       2.8     302.8      98.0     1.000     0.867
  1    96.478     0.003      10.6       4.7       0.0       0.0     1.000     0.462
  1    96.882     0.003      10.3       2.0     332.4      96.9     1.000     0.830
  1    97.963     0.002       4.5       3.2       0.0       0.0     0.597     0.424
  1    98.254     0.003       5.8       3.9       0.0       0.0     0.525     0.592
  1    98.359     0.007       5.9       2.9       0.0       0.0     0.525     0.592
  1    98.966     0.002       5.8       2.5       0.0       0.0     0.998     0.680
  1   102.666     0.002       9.4       3.1       0.0       0.0     1.000     0.623
  1   103.407     0.004      20.3       4.0     320.1     101.4     1.000     0.956
  1   103.769     0.007      22.7       5.6     190.1     103.1     1.000     0.956
  1   104.027     0.006      42.1       8.9     160.8      90.0     1.000     1.000
  1   104.275     0.005      45.4       9.5     230.3     107.3     1.000     1.000
  1   104.521     0.007      42.0       8.5     129.0      72.8     1.000     1.000
  1   104.843     0.009      17.6       4.1     200.9      91.7     1.000     0.863
  1   105.190     0.002      15.9       3.2     400.9      72.8     1.000     0.863
  1   105.970     0.004       8.5       2.2     367.3      89.0     1.000     0.772
  1   106.399     0.006       9.3       3.1     310.4     102.8     0.524     0.772
  1   109.347     0.001       3.2       0.9       0.0       0.0     0.300     0.568
  1   112.001     0.004      13.6       3.0     308.0      99.8     1.000     0.938
  1   112.799     0.005      24.4       4.3     168.2      85.9     1.000     1.000
  1   113.349     0.007      32.8       3.3      77.6      14.5     1.000     1.000
  1   114.087     0.007      11.6       2.6     221.6      98.7     1.000     0.976
  1   114.971     0.004       6.6       1.9     365.7      92.5     0.965     0.848
  1   115.942     0.003       7.0       1.4     364.8      86.0     0.975     0.859
  1   119.982     0.003       7.9       1.8     364.7      90.8     1.000     0.812
  1   121.965     0.015      15.2       2.6      82.8      82.8     1.000     1.000
  1   122.237     0.010       8.4       2.5     283.0     127.7     0.934     1.000
  1   122.597     0.011      19.5       2.9      73.8      17.3     1.000     1.000
  1   122.748     0.002       2.5       0.9       0.0       0.0     0.618     0.494
  1   123.425     0.002       5.4       2.8       0.0       0.0     1.000     0.624
  1   125.318     0.004       8.8       1.5     225.9      60.5     1.000     0.843
  1   126.700     0.005       6.5       1.8     318.0      94.0     0.497     0.919
  3   101.445     0.008      15.4       2.5      98.5      43.6     1.000     0.998
  3   110.225     0.010       7.8       2.8     248.5     138.0     0.309     1.000
  3   110.341     0.031      11.3       2.9     116.7      84.6     0.989     1.000
  3   119.555     0.043       7.6       2.2     213.2     135.9     0.311     0.812
