version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  4907665
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   184.585     0.314    13.884     0.008    13.931     0.005     1.715     0.013   185.381     0.010    0.0026    0.0006     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0   116.533     0.006       6.2       0.8      75.5      15.0     1.000     0.000
  0   130.532     0.022       6.9       1.2      53.1      22.8     1.000     0.000
  0   143.935     0.018      12.0       1.2      30.9      10.1     1.000     0.000
  0   157.565     0.014      16.1       1.3      33.9       8.2     1.000     0.000
  0   171.524     0.009      25.3       1.1      37.1       6.2     1.000     0.000
  0   185.360     0.011      28.1       1.0      26.3       3.8     1.000     0.000
  0   199.280     0.015      24.0       1.0      19.1       2.8     1.000     0.000
  0   213.388     0.033      11.8       0.9      10.7       2.6     1.000     0.000
  0   227.475     0.191       8.0       1.5       4.2       3.6     1.000     0.000
  2   102.587     0.038       4.6       1.0      20.8       4.2     0.911     0.000
  2   155.817     0.033      11.3       1.0       4.5       4.5     1.000     0.000
  2   169.763     0.017      19.9       1.4       4.5       4.5     1.000     0.000
  2   183.633     0.015      24.0       1.6       4.2      20.8     1.000     0.000
  2   197.648     0.023      20.4       1.2       2.0       2.0     1.000     0.000
  2   211.855     0.049      13.3       0.8       1.2       1.2     1.000     0.000
  2   240.133     0.059       3.8       0.7      16.1      16.1     1.000     0.000
  1   135.407     0.005       4.5       1.2     346.4      96.8     0.996     0.766
  1   137.724     0.013       8.4       2.4     128.9      90.3     1.000     0.997
  1   148.662     0.001       3.7       1.5       0.0       0.0     0.434     0.652
  1   150.169     0.034       8.2       2.4     140.9     111.5     1.000     1.000
  1   150.310     0.010       9.2       2.4     191.3     122.0     1.000     1.000
  1   151.203     0.012       7.3       1.8     169.7     102.8     1.000     1.000
  1   151.326     0.008       7.0       1.8     222.6     117.3     1.000     1.000
  1   152.723     0.002       2.0       0.9       0.0       0.0     0.788     0.554
  1   155.146     0.002       4.1       0.8     381.0      79.4     0.998     0.796
  1   162.569     0.005       6.1       1.4     295.8     105.9     0.996     0.755
  1   162.742     0.003       4.5       1.1     385.2      82.0     0.995     0.755
  1   164.192     0.079      11.0       4.7     235.5     135.4     1.000     1.000
  1   164.287     0.013      19.1       3.8     108.4      66.7     1.000     1.000
  1   165.410     0.005       7.0       1.7     324.1     102.9     1.000     0.998
  1   165.483     0.011       8.1       2.0     203.1     104.9     0.984     0.998
  1   165.573     0.006       9.4       2.1     236.2     106.9     1.000     0.998
  1   169.351     0.005       3.9       1.1     337.1      94.3     0.671     0.893
  1   171.974     0.001       2.7       1.4       0.0       0.0     1.000     0.010
  1   172.163     0.002       3.2       1.6       0.0       0.0     1.000     0.010
  1   174.358     0.004       3.8       1.1     357.9     100.7     0.759     1.000
  1   176.701     0.004      10.0       2.3     308.2     105.9     1.000     1.000
  1   176.845     0.008      11.8       2.6     191.8      87.2     1.000     1.000
  1   178.449     0.004      31.4       3.3      75.8      17.9     1.000     1.000
  1   179.947     0.004      11.8       2.2     279.2      99.9     1.000     0.991
  1   180.060     0.064       7.3       2.2     315.8     110.3     1.000     0.991
  1   180.079     0.050       8.2       2.5     317.4     105.8     1.000     0.991
  1   180.124     0.001       3.2       0.9       0.0       0.0     1.000     0.400
  1   182.585     0.005       5.6       1.4     314.2      96.3     0.999     0.921
  1   184.386     0.006       4.8       1.3     313.3      92.7     1.000     0.930
  1   187.842     0.003       5.1       1.1     402.0      74.1     1.000     0.982
  1   188.034     0.004       4.2       1.1     346.0     102.8     0.323     0.982
  1   190.543     0.006      10.6       2.2     204.5      94.4     1.000     0.998
  1   190.714     0.004      11.8       2.2     266.7     102.8     1.000     0.998
  1   192.390     0.004      26.7       2.2      64.9       9.9     1.000     1.000
  1   194.238     0.005       8.4       1.9     273.9     108.4     1.000     1.000
  1   194.401     0.011       8.2       2.0     191.0      86.9     1.000     1.000
  1   197.344     0.004       4.9       1.0     313.2      93.6     1.000     0.896
  1   200.277     0.005       3.1       0.9     342.3      91.2     0.980     0.853
  1   203.459     0.008       5.9       1.6     267.9     100.2     1.000     1.000
  1   203.615     0.009       6.8       1.8     234.5      94.1     1.000     1.000
  1   205.975     0.008      17.5       1.3      61.3       3.4     1.000     1.000
  1   206.114     0.011       7.9       1.3      85.0      25.8     0.680     1.000
  1   206.236     0.002       1.1       0.5       0.0       0.0     0.534     0.259
  1   207.686     0.010       8.7       2.1     161.9      83.1     1.000     1.000
  1   207.840     0.018       9.4       2.1     124.8      49.9     1.000     1.000
  1   217.970     0.005       2.9       0.8     293.4     105.9     0.497     0.915
  1   220.348     0.026       8.6       1.4      64.2      12.0     1.000     1.000
  1   220.619     0.007       7.4       1.4      76.7      36.1     1.000     1.000
  3   160.549     0.001       2.2       0.6       0.0       0.0     0.690     0.548
  3   174.558     0.018       7.7       1.3      72.2      31.2     1.000     1.000
  3   188.537     0.010       9.2       1.7      95.6      52.5     1.000     0.982
