version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  11462629
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    98.789     0.521     7.777     0.012     7.792     0.006     0.923     0.015   101.595     0.011    0.0014    0.0009     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    63.453     0.007      12.0       1.8      67.0      19.9     1.000     0.000
  0    71.114     0.022      18.6       2.3      32.6      12.7     1.000     0.000
  0    78.519     0.019      28.4       1.2      18.8       4.3     1.000     0.000
  0    86.025     0.016      29.0       1.4      23.3       4.9     1.000     0.000
  0    93.829     0.015      32.6       0.9      19.8       3.5     1.000     0.000
  0   101.616     0.018      32.9       0.8      16.0       2.6     1.000     0.000
  0   109.370     0.021      26.8       1.6      18.1       4.7     1.000     0.000
  0   117.220     0.036      19.7       1.6      11.2       3.4     1.000     0.000
  0   125.162     0.113      14.1       2.3       5.5       2.9     1.000     0.000
  0   133.071     0.040       5.2       1.3      36.8      17.5     1.000     0.000
  2    77.659     0.030      15.1       2.3      16.5       3.0     1.000     0.000
  2    85.076     0.021      23.0       2.1       7.3       4.2     1.000     0.000
  2    92.883     0.026      24.9       1.9       4.2       7.3     1.000     0.000
  2   100.693     0.028      27.6       1.9       3.0      16.5     1.000     0.000
  2   108.585     0.075      26.8       1.7       1.0       1.0     1.000     0.000
  2   116.345     0.068      18.1       2.0       2.5       2.5     1.000     0.000
  2   124.461     0.062      14.6       2.0       4.2       4.2     1.000     0.000
  2   132.440     0.098       7.5       1.4       7.6       7.6     0.999     0.000
  2   140.990     0.205       3.7       1.1      11.8      11.8     0.964     0.000
  1    82.342     0.008       6.5       2.0     271.4     128.1     0.562     1.000
  1    82.564     0.048       9.7       2.5     116.7      89.0     0.648     1.000
  1    90.005     0.018      17.0       3.3      81.5      37.4     1.000     1.000
  1    90.151     0.013      13.6       3.3     103.6      71.8     0.998     1.000
  1    95.868     0.007       3.8       1.5     336.2     114.2     0.886     0.402
  1    97.177     0.013       8.5       2.5     247.7     131.2     0.947     1.000
  1    97.566     0.011      19.3       2.9      71.1      20.5     1.000     1.000
  1   103.610     0.008       6.8       1.9     252.6     126.0     0.927     0.974
  1   105.261     0.050      17.7       4.3      64.1      18.2     1.000     1.000
  1   105.465     0.016      23.7       4.0      61.2       7.3     1.000     1.000
  1   112.628     0.015      15.3       3.5     103.5      26.3     1.000     1.000
  1   112.820     0.033       9.9       3.0     133.2      75.7     0.991     1.000
  1   113.903     0.010      12.7       2.5     108.5      34.0     1.000     1.000
  1   114.175     0.011       9.7       1.9     122.2      47.1     0.999     1.000
  1   120.582     0.014      11.8       2.4     106.6      40.7     1.000     1.000
  1   120.792     0.012      10.2       2.3     135.5      72.5     1.000     1.000
  1   121.848     0.082       6.1       2.0     222.4     107.5     0.954     0.999
  1   122.123     0.007       8.9       1.6     158.8      56.6     1.000     0.999
  1   129.215     0.011      10.0       1.6      60.6       5.8     1.000     1.000
  1   132.029     0.001       2.1       1.3       0.0       0.0     0.973     0.699
  3   103.300     0.089       7.4       2.0     114.9      89.2     0.457     0.974
