version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  10751237
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    99.378     0.238     9.068     0.009     9.142     0.008     1.211     0.013   101.764     0.009    0.0101    0.0013     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    57.044     0.021       9.4       2.1      62.0      20.9     0.910     0.000
  0    74.892     0.131      10.1       3.1      50.6      25.0     0.990     0.000
  0    83.603     0.018      35.2       2.4      22.9       5.9     1.000     0.000
  0    92.739     0.009      48.6       2.4      44.5       9.1     1.000     0.000
  0   101.753     0.010      59.6       2.0      31.4       5.0     1.000     0.000
  0   110.900     0.017      40.1       2.0      18.1       3.4     1.000     0.000
  0   120.415     0.038      19.0       2.2      15.4       7.7     1.000     0.000
  0   129.765     0.151      10.1       2.5      18.9      15.2     0.972     0.000
  2    82.362     0.047      19.5       2.8      10.0       6.5     1.000     0.000
  2    91.491     0.015      40.4       3.2       6.5      10.0     1.000     0.000
  2   100.548     0.016      49.3       3.5       4.6       4.6     1.000     0.000
  2   109.690     0.027      32.2       2.2       3.0       3.0     1.000     0.000
  2   119.260     0.081      19.3       2.4       2.9       2.9     1.000     0.000
  1    79.220     0.009      12.2       4.0     246.4     135.2     0.952     1.000
  1    79.374     0.011      20.2       4.3     149.6      94.0     1.000     1.000
  1    83.913     0.001       3.4       1.2       0.0       0.0     0.777     0.446
  1    87.175     0.007       8.2       2.9     312.2     112.0     0.393     0.826
  1    87.273     0.037       9.1       3.2     269.6     112.3     0.283     0.826
  1    87.791     0.005      12.7       3.1     315.9     108.6     1.000     0.843
  1    88.204     0.005      27.0       3.2      72.2      16.7     1.000     1.000
  1    88.584     0.008      17.2       4.0     205.6     116.6     1.000     1.000
  1    88.686     0.015      17.0       3.8     114.5      62.8     0.999     1.000
  1    95.350     0.001       4.0       1.8       0.0       0.0     0.922     0.275
  1    96.663     0.004      31.7       5.3     250.0      96.9     1.000     0.975
  1    97.224     0.004      50.9       8.9     222.1      90.8     1.000     0.998
  1    97.468     0.004      26.7       6.4     294.4     110.2     1.000     0.998
  1    97.707     0.011      26.7       7.4     148.4      82.7     1.000     0.998
  1    98.273     0.007      29.6       5.3     167.9      73.2     1.000     1.000
  1    98.616     0.004      17.9       4.8     340.8     101.4     1.000     1.000
  1    98.950     0.083       9.8       4.5     288.1     104.0     0.440     0.937
  1    98.989     0.006      13.1       4.3     326.0     104.9     1.000     0.937
  1    99.708     0.002       6.0       2.6       0.0       0.0     1.000     0.450
  1   104.666     0.001       3.9       1.1       0.0       0.0     0.355     0.688
  1   105.877     0.009      23.6       3.8     108.5      54.4     1.000     1.000
  1   106.163     0.010      10.3       3.0     258.9     127.6     0.973     1.000
  1   106.442     0.010      36.3       3.7      63.3       8.6     1.000     1.000
  1   106.695     0.014      13.8       3.6     159.7     103.9     0.864     1.000
  1   106.936     0.052       8.0       2.5     322.7     106.4     0.487     0.897
  1   106.957     0.013       8.5       2.4     311.1     107.7     0.947     0.897
  1   107.066     0.015      19.4       4.2     142.6      57.7     1.000     1.000
  1   107.362     0.005      15.8       3.5     297.2     109.1     1.000     1.000
  1   107.676     0.009      12.4       3.1     227.5     101.8     0.953     1.000
  1   107.851     0.003       9.4       1.8     345.2      94.8     1.000     0.776
  1   109.352     0.002       3.9       1.6       0.0       0.0     0.914     0.585
  1   114.504     0.008       8.1       2.5     300.6     117.9     0.891     0.841
  1   114.810     0.006      10.4       2.8     288.1     115.8     1.000     0.841
  1   115.344     0.017      10.4       2.8     189.0     120.7     0.378     1.000
  1   115.559     0.008      15.9       3.4     164.5     102.0     1.000     1.000
  1   115.738     0.018      15.1       2.9      84.4      47.5     1.000     1.000
  1   116.181     0.014      15.3       3.4     139.8      70.7     1.000     1.000
  1   116.447     0.011      10.8       3.1     180.1     100.6     0.936     1.000
  3    94.372     0.048       9.3       3.3     238.2     125.2     0.493     1.000
  3    94.450     0.008      10.2       3.1     260.2     125.5     0.904     1.000
  3   103.457     0.007      12.7       1.9      78.2      24.3     0.988     1.000
  3   103.553     0.010      12.3       2.0      98.5      42.7     0.968     1.000
  3   122.198     0.003       4.0       2.0       0.0       0.0     0.922     0.705
