version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  9173371
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.302     0.366     7.998     0.015     7.956     0.008     0.982     0.020    96.329     0.013    0.0072    0.0015     2
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    72.997     0.052      11.7       2.0      26.1      14.9     0.959     0.000
  0    80.608     0.029      23.5       2.4      20.0       7.3     1.000     0.000
  0    88.286     0.036      28.2       1.5       9.9       2.6     1.000     0.000
  0    96.346     0.014      34.0       1.3      23.3       4.2     1.000     0.000
  0   104.371     0.015      32.7       1.1      22.7       4.2     1.000     0.000
  0   112.261     0.040      25.2       1.0       7.4       1.5     1.000     0.000
  0   120.307     0.033      18.9       1.4      12.5       3.0     1.000     0.000
  0   128.491     0.055      13.6       1.0       7.3       1.8     1.000     0.000
  0   136.621     0.042       3.0       0.9      38.3      14.8     1.000     0.000
  2    65.013     0.013       8.7       1.8      18.4       1.3     0.998     0.000
  2    71.927     0.046      12.4       2.1      14.9       2.0     0.992     0.000
  2    79.831     0.139      23.2       3.0       2.1       4.6     1.000     0.000
  2    87.351     0.044      25.0       2.6       4.6       2.1     1.000     0.000
  2    95.275     0.030      31.5       1.8       2.0      14.9     1.000     0.000
  2   103.526     0.045      30.4       1.8       1.3      18.4     1.000     0.000
  2   111.375     0.060      22.7       1.8       1.7       1.7     1.000     0.000
  2   119.396     0.030      20.0       1.3       2.9       2.9     1.000     0.000
  2   127.370     0.076       9.7       1.5       4.9       4.9     1.000     0.000
  2   136.113     0.071       9.3       0.8       1.1       1.1     1.000     0.000
  1    76.989     0.021      13.5       2.6      81.0      81.0     1.000     1.000
  1    77.817     0.006      10.4       2.8     252.1     105.7     1.000     0.965
  1    84.410     0.013      12.2       2.9     118.3      85.9     0.998     1.000
  1    84.555     0.016      14.2       2.9      87.5      53.0     1.000     1.000
  1    90.744     0.011       9.4       2.6     264.0      99.4     0.992     0.992
  1    90.860     0.007      10.9       2.7     265.3     100.7     1.000     0.992
  1    92.191     0.072      19.3       8.4     120.6     104.3     1.000     1.000
  1    92.284     0.017      20.9       8.3     105.0      96.1     1.000     1.000
  1    93.291     0.008      21.8       4.5     174.1      75.0     1.000     1.000
  1    93.406     0.007      16.4       3.8     214.5      94.7     1.000     1.000
  1    95.541     0.008       6.2       1.9     319.8      95.1     0.247     0.949
  1    95.665     0.010       6.9       2.0     299.6      93.6     0.384     0.949
  1    97.143     0.002       5.0       2.8       0.0       0.0     1.000     0.701
  1    97.266     0.002       6.5       2.5       0.0       0.0     1.000     0.701
  1    99.173     0.006      14.1       3.2     233.4     102.8     1.000     0.996
  1    99.313     0.006      15.0       3.2     245.9     101.5     1.000     0.996
  1   100.533     0.013      22.6       6.8     114.2      87.6     1.000     1.000
  1   100.641     0.024      30.5       6.1      72.8      29.4     1.000     1.000
  1   102.117     0.081       9.7       2.9     263.9      97.2     0.982     0.973
  1   102.236     0.004      18.9       4.1     306.4      99.9     1.000     0.973
  1   106.787     0.005      16.0       3.5     205.9      79.4     1.000     1.000
  1   106.935     0.006      13.7       3.0     256.4      97.5     1.000     1.000
  1   108.424     0.015      30.9       3.9      68.0       9.8     1.000     1.000
  1   108.586     0.010      16.4       4.1     148.0     101.8     1.000     1.000
  1   110.086     0.006       6.1       1.9     318.4     101.9     0.964     0.990
  1   110.221     0.010      11.1       2.8     233.4      88.3     1.000     0.990
  1   114.327     0.002       1.5       0.6       0.0       0.0     0.212     0.245
  1   115.324     0.007       8.2       2.9     293.4     116.7     0.929     1.000
  1   115.446     0.015      20.8       3.3     129.4      33.8     1.000     1.000
  1   116.843     0.007      22.6       2.6      83.8       8.3     1.000     1.000
  1   119.317     0.003       1.6       0.8       0.0       0.0     0.511     0.184
  1   122.360     0.020       9.6       1.5      66.1      24.9     1.000     1.000
  1   122.526     0.005       6.2       1.6     312.0     113.7     0.999     1.000
  1   124.310     0.023       7.9       1.7      99.4      47.3     0.428     1.000
  1   124.581     0.016      12.8       2.0      81.0      15.7     1.000     1.000
  1   132.671     0.004      12.3       1.4      60.3       4.3     1.000     1.000
  1   134.831     0.009       7.9       2.1     231.7      80.4     1.000     0.987
