version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  4996676
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   233.603     0.357    17.521     0.006    17.561     0.005     2.265     0.009   234.213     0.007    0.0039    0.0004     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0   147.421     0.064       4.3       0.9      64.3      20.8     0.943     0.000
  0   182.136     0.014      11.2       1.3      49.6      16.4     1.000     0.000
  0   199.239     0.013      17.4       1.7      43.0      11.6     1.000     0.000
  0   216.748     0.009      21.9       1.9      61.4      14.2     1.000     0.000
  0   234.208     0.006      36.1       2.0      74.5      12.0     1.000     0.000
  0   251.713     0.013      20.4       1.8      34.2       8.4     1.000     0.000
  0   269.526     0.038       9.6       1.1      18.8       6.1     1.000     0.000
  0   288.952     0.046       7.2       1.1      26.3      11.4     1.000     0.000
  2   196.848     0.014       8.8       1.3      19.6      13.8     1.000     0.000
  2   214.418     0.011      15.4       1.8      16.0      16.0     1.000     0.000
  2   231.966     0.008      31.9       3.0      13.8      19.6     1.000     0.000
  2   249.528     0.011      19.3       2.0      12.2      12.2     1.000     0.000
  2   267.187     0.031       8.4       1.1      12.1      12.1     1.000     0.000
  1   150.048     0.002       1.8       0.6       0.0       0.0     0.328     0.266
  1   188.671     0.004       4.4       1.0     265.9     116.7     0.665     0.814
  1   190.692     0.012       6.6       1.8     266.4     123.3     0.242     0.999
  1   190.747     0.007      10.0       1.5     123.0      45.6     1.000     0.999
  1   202.792     0.005       6.3       1.5     314.6     107.9     1.000     0.840
  1   206.158     0.004       9.2       1.9     313.2     101.1     1.000     0.924
  1   208.217     0.012      15.2       4.5     219.8     121.5     1.000     0.998
  1   208.252     0.211      13.9       5.8     176.5     107.1     1.000     0.998
  1   210.944     0.006       8.2       2.0     263.5     103.0     1.000     0.959
  1   214.739     0.001       2.9       0.9       0.0       0.0     1.000     0.527
  1   218.801     0.004       9.8       2.0     337.7     100.5     1.000     0.935
  1   222.778     0.247       5.6       2.2     327.7     104.8     0.210     0.895
  1   222.852     0.004      16.3       3.2     289.8     102.7     1.000     0.895
  1   225.478     0.003      34.3       4.6     158.7      48.4     1.000     0.999
  1   228.267     0.001      16.2       2.5       0.0       0.0     1.000     0.372
  1   232.699     0.005       6.6       1.7     318.9      93.4     1.000     0.912
  1   233.136     0.069       7.5       2.9     279.3      93.9     0.694     0.912
  1   237.410     0.008       8.8       2.0     199.2     106.7     1.000     0.998
  1   241.651     0.006      20.1       2.4     110.0      26.9     1.000     1.000
  1   243.932     0.004      27.2       3.6     136.7      42.7     1.000     0.999
  1   248.383     0.005      10.6       2.1     290.6      94.2     1.000     0.772
  1   253.740     0.006       8.8       1.8     217.5     102.7     1.000     0.956
  1   258.827     0.010      14.0       3.6     223.4     103.7     1.000     0.999
  1   261.268     0.103       8.2       2.4     233.5     116.6     0.999     1.000
  1   261.375     0.007      14.8       3.2     163.4      93.4     1.000     1.000
  3   220.327     0.012       7.5       1.8     150.8     107.1     0.999     0.935
  3   237.901     0.010       7.5       1.8     186.8     111.5     0.572     0.998
  3   238.013     0.006       7.4       1.9     277.6     120.5     0.995     0.998
