version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8560280
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   165.966     0.317    13.495     0.009    13.548     0.006     1.749     0.014   166.213     0.009    0.0049    0.0006     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0   100.927     0.039       6.0       1.2      69.1      18.7     0.941     0.000
  0   112.995     0.166       7.3       2.3      48.9      24.5     0.994     0.000
  0   126.186     0.026      11.0       1.8      45.9      18.5     1.000     0.000
  0   139.230     0.015      21.4       2.0      33.9      10.2     1.000     0.000
  0   152.733     0.013      30.4       1.7      30.2       6.0     1.000     0.000
  0   166.208     0.008      42.1       1.8      47.3       7.6     1.000     0.000
  0   179.760     0.016      26.5       2.1      24.5       5.7     1.000     0.000
  0   193.542     0.030      16.8       1.4      14.0       3.8     1.000     0.000
  0   220.376     0.054       5.1       1.2      32.9      16.3     0.960     0.000
  2   137.380     0.027      11.2       1.8      19.6       3.6     0.998     0.000
  2   151.015     0.026      20.6       1.7       4.3       4.3     1.000     0.000
  2   164.454     0.022      28.1       2.0       3.6      19.6     1.000     0.000
  2   178.027     0.026      27.5       1.6       1.9       1.9     1.000     0.000
  2   191.691     0.024      13.5       1.4       8.8       8.8     1.000     0.000
  2   205.486     0.039       7.5       1.3      15.8      15.8     0.931     0.000
  1   101.882     0.003       3.2       1.9       0.0       0.0     0.538     0.271
  1   143.739     0.005       7.7       1.8     332.6      94.0     0.999     0.872
  1   144.990     0.005      12.6       2.3     215.2      94.9     1.000     0.980
  1   146.011     0.005      18.4       2.2     121.2      39.6     1.000     0.994
  1   146.915     0.004      20.0       3.7     300.5     103.8     1.000     0.954
  1   148.186     0.003       9.8       1.6     303.2      94.2     1.000     0.862
  1   149.643     0.005       6.7       1.8     333.9      93.8     0.999     0.799
  1   154.397     0.006       6.2       1.7     309.3     112.7     0.993     0.864
  1   156.077     0.005       8.1       2.0     313.0     108.5     1.000     0.996
  1   157.743     0.004      14.4       1.8     170.2      47.0     1.000     0.933
  1   159.202     0.005      26.1       2.7      98.0      26.8     1.000     1.000
  1   160.247     0.004      44.8       7.6     236.0      92.8     1.000     1.000
  1   161.807     0.001      10.2       3.4       0.0       0.0     1.000     0.580
  1   161.831     0.003       6.8       2.7       0.0       0.0     0.902     0.580
  1   163.689     0.004      12.9       2.6     345.5      92.1     1.000     0.997
  1   164.313     0.007      11.3       2.7     278.0      92.8     0.999     0.997
  1   164.609     0.007      12.3       2.9     269.9      91.1     1.000     0.997
  1   167.700     0.004       7.8       1.9     353.5      97.2     1.000     0.815
  1   169.765     0.008       8.1       2.1     234.0     123.2     0.999     1.000
  1   171.771     0.012      15.3       4.8     247.9     103.7     1.000     0.989
  1   171.918     0.185       8.8       5.8     291.2     109.1     0.301     0.989
  1   172.550     0.007      12.2       2.9     207.3     109.3     1.000     1.000
  1   173.141     0.007      35.8       4.6      84.5      27.0     1.000     1.000
  1   174.681     0.004      17.8       3.4     286.9     102.4     1.000     0.969
  1   176.861     0.003       7.9       1.5     325.4      93.3     1.000     0.954
  1   179.252     0.002       4.9       1.8       0.0       0.0     1.000     0.740
  1   181.706     0.007       6.8       1.4     229.0     112.8     0.992     0.980
  1   184.176     0.006       9.5       2.0     276.8      97.5     1.000     0.921
  1   185.999     0.213       8.8       4.1     120.1      99.1     0.237     1.000
  1   186.240     0.017      17.2       3.3      73.5      17.2     1.000     1.000
  1   187.609     0.004      19.8       2.3      93.9      19.6     1.000     1.000
  1   190.029     0.005       5.7       1.5     339.5      93.7     0.998     0.872
  1   192.121     0.005       4.7       1.5     347.1      92.7     0.874     0.731
  1   198.547     0.006       5.8       1.8     335.9      93.1     1.000     0.898
  1   200.389     0.000      28.0       3.5       0.0       0.0     0.875     0.206
  1   202.069     0.051       2.5       1.3       0.0       0.0     0.986     0.206
  3   155.407     0.017       9.6       2.2     113.6      76.8     0.997     0.996
  3   168.914     0.009       7.9       2.5     267.1     123.1     0.985     0.815
  3   168.988     0.011       9.6       2.2     139.0      91.9     1.000     1.000
