version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  11394497
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
     6.378     0.095     1.169     0.009     1.130     0.013     0.203     0.010     5.600     0.008    0.0397    0.0140     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0     5.604     0.008     482.0      32.1      71.0      16.2     1.000     0.000
  0     6.764     0.010     424.7      36.8      68.4      17.6     1.000     0.000
  0     7.926     0.024     357.9      27.5      33.4      13.5     1.000     0.000
  0     9.121     0.024     135.8      26.6      62.6      17.1     1.000     0.000
  0    13.370     0.088      52.6      19.8      22.0      12.8     0.908     0.000
  2     4.290     0.040     273.2      63.7      25.7      16.4     0.993     0.000
  2     5.400     0.017     373.1      65.0      22.9      22.9     1.000     0.000
  2     6.537     0.015     441.0      30.0      16.4      25.7     1.000     0.000
  2     7.765     0.054     348.1      35.2       8.6       8.6     1.000     0.000
  2    11.576     0.074      64.5      24.5      16.4      16.4     0.951     0.000
