version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  7838475
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
    99.565     0.310     8.507     0.008     8.553     0.006     1.060     0.011   103.570     0.009    0.0040    0.0009     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    70.135     0.019      16.4       2.5      49.6      20.2     1.000     0.000
  0    78.260     0.024      24.6       2.4      23.4       7.2     1.000     0.000
  0    86.517     0.011      31.6       2.4      46.1      11.8     1.000     0.000
  0    95.097     0.010      43.6       1.4      32.6       5.4     1.000     0.000
  0   103.531     0.010      46.9       2.1      33.1       6.1     1.000     0.000
  0   112.107     0.016      28.1       2.3      27.4       8.0     1.000     0.000
  0   120.743     0.065      20.7       2.1       8.7       3.4     1.000     0.000
  0   129.307     0.025       5.8       1.5      49.4      16.8     1.000     0.000
  2    85.375     0.022      24.2       2.4       8.7       8.0     1.000     0.000
  2    94.002     0.018      32.7       2.7       6.1       6.1     1.000     0.000
  2   102.513     0.011      43.9       3.0       8.0       8.7     1.000     0.000
  2   111.055     0.027      29.0       2.0       3.1       3.1     1.000     0.000
  2   119.764     0.041      17.0       2.2       7.9       7.9     1.000     0.000
  2   128.641     0.117      16.0       2.0       1.6       1.6     1.000     0.000
  2   137.120     0.173       5.6       1.8      17.1      17.1     0.977     0.000
  1    74.415     0.013       8.9       3.7     213.5     130.7     0.696     0.839
  1    74.647     0.006       9.4       3.0     308.8     120.1     0.998     0.828
  1    74.907     0.003       5.2       2.5       0.0       0.0     0.936     0.710
  1    81.946     0.006      11.2       3.0     305.2     113.1     0.999     0.983
  1    82.111     0.011      11.6       3.2     230.2     116.8     0.976     0.983
  1    82.217     0.011       7.2       2.8     250.6     125.1     0.442     0.727
  1    82.355     0.013      14.8       3.7     169.5     105.3     0.994     0.999
  1    82.511     0.008      17.6       3.9     190.9     104.7     1.000     0.999
  1    82.879     0.005      11.6       3.2     324.5     112.0     1.000     1.000
  1    82.982     0.023      11.2       3.5     200.8     113.3     0.752     1.000
  1    83.663     0.002       3.9       1.2       0.0       0.0     0.998     0.501
  1    85.840     0.006       3.9       2.2       0.0       0.0     0.978     0.588
  1    89.924     0.012      10.4       3.5     296.3     116.2     0.937     0.956
  1    90.203     0.006      14.8       3.4     253.1     112.4     1.000     0.956
  1    90.491     0.007      11.7       4.3     325.6     106.1     0.978     0.782
  1    90.720     0.005      19.7       4.2     303.4     107.3     1.000     1.000
  1    90.942     0.006      27.6       5.7     168.5      96.1     1.000     1.000
  1    91.132     0.007      16.0       3.9     233.8     120.3     1.000     1.000
  1    91.372     0.006      15.1       3.7     290.8     109.2     1.000     0.887
  1    91.659     0.016      10.9       3.5     241.3     104.0     0.878     0.946
  1    91.948     0.005      10.8       2.6     332.7     102.2     1.000     0.946
  1    92.250     0.005       5.4       3.2       0.0       0.0     0.455     0.269
  1    92.573     0.002       5.6       2.7       0.0       0.0     1.000     0.269
  1    92.908     0.004       4.1       2.4       0.0       0.0     0.669     0.603
  1    98.367     0.005       7.9       2.4     324.0     107.7     0.755     0.773
  1    98.467     0.005       8.7       2.3     343.9     100.3     0.997     0.773
  1    98.764     0.005      18.9       3.9     285.6     107.4     1.000     0.994
  1    99.021     0.016      10.2       2.9     205.1     109.2     0.920     0.994
  1    99.096     0.009      20.4       4.2     154.5      92.7     1.000     1.000
  1    99.329     0.007      34.9       5.8     108.9      59.3     1.000     1.000
  1    99.573     0.020      25.5       5.5      80.3      42.8     1.000     1.000
