version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  1575886
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   100.109     0.445     8.068     0.013     7.968     0.007     1.008     0.018    89.805     0.013    0.0168    0.0013     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    59.270     0.014       6.8       1.3      71.0      20.3     0.940     0.000
  0    74.226     0.039      15.7       2.0      21.3      10.1     1.000     0.000
  0    81.848     0.027      22.8       2.0      18.2       6.0     1.000     0.000
  0    89.760     0.020      30.0       0.9      15.2       2.8     1.000     0.000
  0    97.933     0.016      27.4       1.9      26.2       8.2     1.000     0.000
  0   105.953     0.024      27.8       1.4      13.6       2.7     1.000     0.000
  0   114.129     0.025      26.8       1.0      12.0       2.2     1.000     0.000
  0   122.317     0.046      16.9       1.6       9.1       3.2     1.000     0.000
  0   130.584     0.114      11.2       1.9       7.2       4.3     1.000     0.000
  0   138.699     0.147       6.5       1.3       7.1       4.6     0.950     0.000
  2    73.135     0.021      13.1       2.1      20.3       2.5     1.000     0.000
  2    80.826     0.116      21.1       3.1       3.2       1.6     1.000     0.000
  2    88.775     0.025      21.4       2.0       6.3       6.3     1.000     0.000
  2    97.092     0.064      26.6       2.0       1.6       3.2     1.000     0.000
  2   104.961     0.028      27.8       1.5       2.5      20.3     1.000     0.000
  2   113.043     0.037      22.4       1.6       2.3       2.3     1.000     0.000
  2   121.374     0.077      13.6       1.9       4.1       4.1     1.000     0.000
  2   129.741     0.043      11.7       1.7       8.1       8.1     1.000     0.000
  1    77.796     0.011      11.3       3.6     212.2     118.3     1.000     0.984
  1    78.545     0.011      14.0       2.1      93.3      17.7     1.000     1.000
  1    85.415     0.010      23.2       2.7      82.1      15.9     1.000     1.000
  1    86.394     0.007      19.8       2.2      90.1      10.3     1.000     1.000
  1    87.786     0.005       7.6       2.0     347.9      94.2     1.000     0.824
  1    93.002     0.009      17.4       2.4     123.7      30.0     1.000     1.000
  1    93.958     0.002       2.6       1.3       0.0       0.0     0.867     0.548
  1    94.139     0.010      21.2       2.8      72.2      12.6     1.000     1.000
  1    94.265     0.016       9.1       3.2     214.3     133.8     0.203     1.000
  1    95.505     0.006       6.2       2.0     321.3     101.6     0.608     0.961
  1    95.601     0.007      10.1       2.7     268.8      98.6     1.000     0.961
  1    96.837     0.009       4.1       1.8     335.8      95.3     0.456     0.565
  1    98.144     0.003       3.2       2.1       0.0       0.0     0.744     0.572
  1   101.443     0.048      14.5       6.2     146.6     102.4     1.000     1.000
  1   101.552     0.011      23.9       5.2     115.1      74.4     1.000     1.000
  1   102.709     0.011      37.9       3.5      99.4       9.2     1.000     1.000
  1   107.106     0.004       8.5       1.6     297.6     100.1     1.000     0.848
  1   109.382     0.005      28.0       2.2      91.2       8.8     1.000     1.000
  1   110.630     0.010      18.4       3.0     108.4      39.8     1.000     1.000
  1   110.779     0.008      12.1       2.9     203.9     108.5     1.000     1.000
  1   117.972     0.008      24.1       2.1      64.1       5.3     1.000     1.000
  1   119.381     0.009       5.2       1.6     316.2     111.2     0.321     1.000
  1   119.500     0.008      14.7       2.7     168.9      57.0     1.000     1.000
  1   125.388     0.007       8.3       1.8     204.1      95.0     1.000     1.000
  1   125.484     0.015       5.5       1.5     245.6     109.6     0.564     1.000
  1   126.978     0.007       9.1       2.1     111.3      51.2     0.999     1.000
  1   127.161     0.017      10.9       2.1     103.2      40.2     1.000     1.000
  1   135.179     0.011       6.8       1.6     150.4      90.0     1.000     1.000
  1   135.573     0.036       5.2       1.5     215.6     116.2     0.908     1.000
  3    99.646     0.142       5.9       3.9     199.8     131.6     0.404     1.000
  3    99.669     0.012       9.8       3.6     128.0     107.7     0.999     1.000
  3   107.817     0.010       5.5       2.1     263.0     114.7     0.517     0.896
  3   115.642     0.006       9.8       1.1      98.8      32.9     1.000     0.989
