version 1.0 (Automatic Bayesian peakBagging Algorithm -- 06/2019 -- T.Kallinger)
#
KIC  8951178
#
      fmax    fmax_e       dnu     dnu_e   dnu_cor dnu_cor_e     dnu02   dnu02_e      f0_c    f0_c_e     alpha   alpha_e   evo
   107.584     0.742     8.441     0.015     8.504     0.008     1.052     0.019   110.940     0.014    0.0018    0.0011     0
#
  l      freq  freq_err       amp   amp_err       tau   tau_err        ev       ev1
  0    77.700     0.026      16.6       1.2      15.6       3.9     1.000     0.000
  0    85.728     0.023      21.6       1.7      20.4       5.5     1.000     0.000
  0    93.957     0.019      24.3       1.4      20.5       4.8     1.000     0.000
  0   102.527     0.020      25.1       1.2      17.6       3.8     1.000     0.000
  0   110.912     0.018      26.8       1.1      18.4       4.4     1.000     0.000
  0   119.386     0.036      21.8       1.4       9.9       2.3     1.000     0.000
  0   128.024     0.055      16.8       1.4       7.7       2.3     1.000     0.000
  0   136.631     0.152      14.2       1.9       3.9       3.0     1.000     0.000
  2    84.617     0.067      14.9       2.2       6.3       3.1     1.000     0.000
  2    92.821     0.028      19.0       1.8       6.2       2.9     1.000     0.000
  2   101.447     0.039      19.9       1.7       2.9       6.2     1.000     0.000
  2   109.915     0.051      21.9       2.2       3.1       6.3     1.000     0.000
  2   118.375     0.051      19.4       1.8       2.5       2.5     1.000     0.000
  2   127.010     0.055      14.7       1.6       4.8       4.8     1.000     0.000
  2   135.758     0.069       8.7       2.4      18.3      18.3     0.999     0.000
  1    89.672     0.004      11.2       1.5      70.7      13.0     1.000     1.000
  1    90.061     0.009       7.9       2.2     213.8     119.7     0.995     1.000
  1    98.285     0.004       4.0       1.2     366.4     100.9     0.277     0.994
  1    99.068     0.009       4.4       1.7     308.5     114.1     0.498     0.569
  1   106.589     0.031       9.1       2.2      88.7      61.3     0.322     1.000
  1   106.718     0.011      11.7       2.2      91.2      65.4     1.000     1.000
  1   106.819     0.002       2.4       1.0       0.0       0.0     0.609     0.571
  1   106.958     0.005       6.0       1.4     291.5     117.2     0.220     1.000
  1   113.543     0.006       5.7       1.6     306.1      98.1     0.217     0.931
  1   114.967     0.010       7.3       2.1     171.3     133.7     0.997     1.000
  1   115.142     0.007      10.6       1.8     144.7      81.1     1.000     1.000
  1   115.400     0.010       9.2       1.4      84.5      28.5     1.000     1.000
  1   115.687     0.102       5.6       1.5     175.5     113.7     0.486     1.000
  1   123.165     0.021       8.4       1.8      99.9      56.6     1.000     1.000
  1   123.392     0.013       7.8       1.8     128.9      89.8     0.996     1.000
  1   131.930     0.008       8.0       1.4      99.0      42.1     1.000     1.000
  1   142.559     0.002       1.5       0.7       0.0       0.0     0.955     0.430
